,comment,tokenized_comment,label,predicted_label,marks
99,"เราก็เคยเจอ...ได้ที่นั่งในเครื่องบินริมทางเดินหันไปริมทางเดินอีกฝั่งมีผู้หญิงรูปร่างใหญ่กะน้ำหนักไม่น่าจะต่ำกว่า130กิโลถัดไปข้างกันมีคุณป้าร่างอวบนั่งตรงกลางเวลาผ่านไปไม่ถึง5นาทีคุณป้าขอลุกออกจากที่นั่งแล้วพูดว่า""ไม่ไหวๆป้ากลัวที่แคบหายใจไม่ออก""จริงๆเร… See more","['นั่ง', 'นั่ง', 'นั่ง', 'เจอ', 'เวลา', 'บิน', 'แคบ', 'น้ำหนัก', 'กลัว', 'เครื่อง']",,5,1
100,"ผมหมดปัญหานี้ตั้งแต่ผมซื้อมอไซละ55555+ตัวผมใหญ่ สงสารตัวเองร้อนก็ร้อนอึดอัดอีกจบปัญหาแม่งเลย 60,200.-  honda click 150i ขี่แม่งไปเลย 55555+","['ตัว', 'ตัว', 'ผม', 'ผม', 'ผม', 'ซื้อ', 'จบ', 'อึดอัด', 'ปัญหา', 'ปัญหา']",,3,1
101,ผมเรียนต่างจังหวัดไปกลับรถตู้แบบนี้ประจำเก็บ 40 ทุกวัน 2 ปีเต็มแล้วตอนนี้ บางวันเจ้าของรถให้นั่งเบาะนิดนึงที่คนแน่นแล้วอ่ะแล้วยัดๆไปแต่เราก็จ่ายเท่าเขานะ ตอนนี้ก็ยังเป็นแต่คนอื่นไม่บ่นแต่ผมอยากบ่น ด้วยความที่ตัวเองโครตตัวเล็กอยู่แล้วมานั่งนิดนึงปลายเบาะก้นตูดครึ่งมดยังบอกเข็ด มันได้หรอวะ แล้วที่จขพ.นั้นผมก็เคยเจอ รถตู้คันนึงเขียนข้างรถว่าบรรจุ 14 แต่ที่กุยุในรถตอนนั้น 18 คน-.-,"['คน', 'คน', 'คน', 'นั่ง', 'นั่ง', 'รถ', 'รถ', 'รถ', 'รถ', 'รถ']",,4,1
102,เนี่ยจะไม่นั่งชิดใคร นั่งครึ่งเบาะก็ทำมาแล้ว เราไม่ได้เหยียดนะ เพราะ seat pitch ในรถตู้แคป ถ้าคนข้างหน้าเอนเบาะ และยังมีถังก๊าซล่างเบาะอีก,"['คน', 'นั่ง', 'นั่ง', 'รถ', 'เหยียด', 'เบาะ', 'เบาะ', 'ทำ', 'ตู้', 'ครึ่ง']",,4,1
103,มันเป็นเรื่องที่มองได้หลายมุม ความเห็นใจแต่ละฝ่าย เห็นใจซึ่งกันและกัน อ้วนอย่านั่งอ้าเกินหรือซื้อ2ที่เลย ผมผอมๆก็ไม่อยากมองมุมนี้ฝ่ายเดียวบางทีผมอาจมีกลิ่นตัวก็ได้ คนอ้วนอาจเบียดที่แต่เขาอาจเหม็นผมก็ได้ เห็นใจกันดีกว่าสังคมจะดีขึ้นไท่ได้ยอมใครเสียหมดแต… See more,"['คน', 'นั่ง', 'อ้วน', 'อ้วน', 'ตัว', 'ผม', 'ผม', 'ผม', 'เบียด', 'เรื่อง']",,3,1
104,ศาลสูงสุดอียู วินิจฉัยแรงงานที่มีรูปร่างอ้วน หากรบกวนการทำงานของผู้อื่น จะถือว่าเสมือนเป็นผู้ทุพพลภาพ,"['อ้วน', 'ทำ', 'รบกวน', 'งาน', 'รูปร่าง']",,7,1
105,อะไรดลใจให้ตูอ่านบรรทัดแรกแล้วข้ามไปอ่านสองบรรทัดสุดท้ายวะ รู้เรื่องเลย.5555555555ส่วนรูปภาพ ตูไม่ได้ชอบอะๆรขนาดนั้น แค่กดไลค์เกือบทุกโพสต์ เพราะตั้งเห็นโพสต์ก่อน แค่นี้แหละ,"['เรื่อง', 'สอง', 'รู้', 'ขนาด', 'อ่าน', 'ชอบ', 'อะ', 'บรรทัด', 'บรรทัดสุดท้าย', 'วะ']",,0,-1
106,เข้าใจฟีลทั้งคู่นะ เพราะอ้วนเซม พยามทำตัวลีบสุดตลอด สมมุติเจอคนตัวใหญ่นั่งข้างใน ลองขอเขาสลับที่กันไหมคะ ถ้าตัวใหญ่นั่งติดทางเดิน อย่างน้อยก็แหกขาออกมาได้หน่อย น่าจะสบายกว่าทั้งเขาและเรานะ,"['คน', 'นั่ง', 'นั่ง', 'ตัว', 'ตัว', 'ตัว', 'เจอ', 'ทำ', 'ขา', 'ไหม']",,12,1
107,เคยเจอเหมือนกันค่ะ แต่บางทีก็๋ทำอะไรไม่ได้ ดังนั้นก่อนจะขึ้นไปนั่งต้องเช็คคนที่นั่งข้างๆก่อนตัดสินใจค่ะ 😭😭😭😭,"['คน', 'นั่ง', 'นั่ง', 'เจอ', 'ทำ', 'เหมือน']",,4,1
108,มีอีกประเด็นคือ พวกที่ชอบนั่งอ้าขากว้างๆ อะ คือมึงหำใหญ่ขนาดนั้นเลยหรอวะ,"['นั่ง', 'ขา', 'ขนาด', 'ชอบ', 'อะ', 'ประเด็น', 'อ้า', 'หรอวะ']",,5,-1
109,อ้วนไม่ได้ทำให้ใครตาย แต่จะทำให้ผมขาดอากาศหายใจตายคารถครับพี่ !!!!!,"['อ้วน', 'รถ', 'ผม', 'ทำ', 'ทำ', 'พี่', 'ตาย', 'หายใจ', 'ตาย', 'อากาศ']",,7,1
110,“ที่แคบขนาดนั้นใครจะเหยียดได้”ไม่ได้เหยียดไง เพราะในรถที่มันแคบ,"['รถ', 'เหยียด', 'เหยียด', 'ขนาด', 'แคบ', 'แคบ']",,1,0
111,สองบรรทัดสุดท้ายเอาซะลืมประเด็นเลย,"['สอง', 'ประเด็น', 'บรรทัดสุดท้าย', 'ลืม']",,0,-1
112,ไม่กล้าเม้นอะไรกลัวไม่ได้ ผู้แสดงความคิดเห็นที่มีประโยชน์,"['กลัว', 'กล้า', 'ประโยชน์', 'คิดเห็น']",,0,-1
113,ขอโทษค่ะ ที่หนูลดความอ้วนไม่ได้ ก็อาหารมันอร่อยซะเหลือเกินนนนนพ่อคู๊นนนนน555,"['อ้วน', 'ขอโทษ', 'ลด', 'อาหาร', 'หนู', 'อร่อย']",,10,-1
114,ถ้าคิด 100 ที่ตรงนั้นก็ห้ามนั่งด้วยครับ แฟร์ ๆ ไป,"['นั่ง', 'ห้าม']",,5,1
115,ว่าจะ comment สาระ แต่พออ่านตอนจบ คงไม่ต้องก็ได้มั้ง,"['ตอน', 'อ่าน', 'จบ', 'มั้ง']",,8,1
116,อันนี้จริง โดนบ่อยมาก เหลือที่ให้1ขาเรานั่งได้อะ คือเซง คือควรนั่งเบาะเดี่ยวนะ ไม่ใช่เบาะคู่,"['นั่ง', 'นั่ง', 'โดน', 'เบาะ', 'เบาะ', 'ขา', 'อะ', 'เดี่ยว', 'คู่', 'เซง']",,4,1
117,ก็ควรเกรงใจ​คนอื่นหรือมีจิตสํานึก​นิดนึง​ ถ้าไม่มีเบาะเดี่ยว รอคันอื่น,"['คน', 'เบาะ', 'รอ', 'คัน', 'เกรงใจ', 'เดี่ยว', 'จิต', 'นิดนึง']",,2,-1
118,ใจจริงอยากเหยียด แต่ไม่ได้เยียด แต่ก็เผลอเหยียดไปบ้างแล้ว 😅😅,"['เหยียด', 'เหยียด', 'ใจจริง']",,1,1
119,เห็นด้วยๆ เราเคยโดนมาแล้ว หงุดหงิดฉิบหาย!!,"['โดน', 'หงุดหงิด']",,13,1
120,ต่อให้เหมา2ที่ ซื้อตั๋ว2ใบ ก็โดนด่าอยู่ดี เพราะยังไงก็นั่ง2ที่ คนไม่รู้ก็หาว่าเอาเปรียบชาวบ้านอยู่ดี,"['คน', 'นั่ง', 'โดน', 'ซื้อ', 'รู้', 'ด่า', 'หา', 'ตั๋ว', 'บ้าน', 'ใบ']",,4,-1
121,เออ จะเหยียดยังไงวะ นั่งธรรมดายังลำบาก คนละเหยียดละ ถุยยย 🙄🙄🙄,"['คน', 'นั่ง', 'เหยียด', 'ลำบาก', 'เออ', 'ละเหยียด', 'วะ']",,2,1
122,อนาคตน่าจะมีระบบขึ้นไปเหยียบบรรไดรถแล้วชั่งน้ำหนักเรา…See more,"['รถ', 'น้ำหนัก', 'เหยียบ', 'อนาคต', 'ระบบ']",,9,-1
123,บางทีก็คิดเหมือนน้องเค้าเหมือนกัน กินที่ชิบหาย,"['เหมือน', 'เหมือน', 'กิน', 'น้องเค้า']",,0,-1
124,เบียดไม่เท่าไร เห็นใจนะ แต่ตัวเหม็นนี่รับไม่ได้ มึงสงสารประสาทสัมผัสพวกกูบ้างเถอะ อีสัส,"['ตัว', 'เบียด', 'เหม็น', 'สงสาร', 'เห็นใจ', 'สัมผัส', 'ประสาท']",,12,-1
125,คุณอ้วนได้นั่นสิทธิ์​คุณ  แต่อย่าให้สิทธิ์คุณไปเบียดเบียนสิทธิ​คนอื่น หลักการเสรีนิยมง่ายๆ,"['คน', 'อย่า', 'สิทธิ์', 'สิทธิ์', 'สิทธิ', 'เบียดเบียน', 'คุณอ้วน']",,2,-1
126,เลือกที่นั่งบนเครื่องบินไม่เจอคนอ้วนๆนั่งข้าง ถือว่าโชคดีสัสๆ,"['คน', 'นั่ง', 'นั่ง', 'อ้วน', 'เจอ', 'ดี', 'บิน', 'เครื่อง', 'เลือก', 'โชค']",,5,1
127,แล้วถ้าผอมนั่งไม่เต็มเบาะ คนนั้นจะได้ลดหย่อนค่าโดยสารมั้ยครับ,"['คน', 'นั่ง', 'เบาะ', 'ค่า', 'โดยสาร', 'ผอม', 'เต็ม']",,4,1
128,ส่วนตัวจ่ายค่าวินมอไซเข้าซอย20บาทเลยจ้าาา ปกติ10บาท เหนใจพี่มอไซ55,"['ตัว', 'จ่าย', 'ค่า', 'วิน', 'บาท', 'ปกติ', 'มอไซ']",,0,-1
129,เรื่องมันมีมูล นะ ประเด็น นี้,"['เรื่อง', 'ประเด็น']",,0,-1
130,ผมนี่ไม่กล้าออกจากบ้านเลย...,"['ผม', 'กล้า', 'บ้าน']",,3,1
131,เหยียดพื้นที่=เหยียดหยาม จะให้กูเข้าใจอย่างนี้ใช่มั้ย(2บรรทัดสุดท้าย),"['เหยียด', 'สุดท้าย', 'พื้นที่', 'บรรทัด', 'เหยียดหยาม']",,11,1
132,มึงมาติดตลกตรงบรรทัดสุดท้ายอ่ะ 5555,"['อ่ะ', 'สุดท้าย', 'บรรทัด']",,11,0
133,เขาเก็บเพราะระยะทาง ไม่ใช่ เก็บเพราะที่นั่ง,['ที่นั่ง'],,0,-1
134,คับผม ที่หลังกูจะจ่ายค่าโดยสาร 2 ที่จะได้นั่งสบายไม่แบ่งใคร แล้วอย่าให้มีใครมาว่ากูแล้งน้ำใจนะ,"['นั่ง', 'ผม', 'จ่าย', 'ค่า', 'โดยสาร', 'อย่า', 'คับ', 'แบ่ง', 'น้ำใจ']",,3,1
135,ไม่อยากนั่งเบียดก็ไปซื้อรถมาขับครับง่ายสุด แก้ปัญหาง่ายๆ ไม่ต้องมาโพสให้คนอื่นเค้าด่าด้วย,"['คน', 'นั่ง', 'รถ', 'เบียด', 'เค้า', 'ซื้อ', 'ขับ', 'ปัญหา', 'ด่า', 'แก้']",,14,0
136,อ่านคอมเม้นแล้วไม่กล้าขุนตัวเองให้อ้วนเลย,"['อ้วน', 'ตัว', 'อ่าน', 'กล้า', 'คอมเม้น']",,6,1
137,อ้วนไม่ได้หนักหัวใครหรอก แต่มันพื้นที่สาธารณะเว้ยยย จ่ายตังเท่ากัน,"['อ้วน', 'จ่าย', 'หรอก', 'พื้นที่', 'สาธารณะ', 'หนักหัว']",,10,1
138,บางคันก็เก็บค่าโดยสาย*2  สำหรับคนอ้วนก็มี,"['คน', 'อ้วน', 'ค่า', 'คัน', 'สำหรับ']",,6,1
139,ว่าไม่ได้ครับ เขาเป็นคนพิการรึเปล่านะ ลืมละ,"['คน', 'เปล่า', 'ลืม']",,2,1
140,ฉันเคยโดนคนอ้วนเบียดแขนฉัน จนฉันไมเกรนขึ้น นึกในใจตลอดว่าเมื่อไหร่จะลง เหอะๆ,"['คน', 'อ้วน', 'เบียด', 'โดน', 'แขน', 'นึก', 'ใจ', 'เหอะ']",,13,1
141,ชงมาเป็น 10 บรรทัด เพื่อตบมุก 2 บรรทัดสุดท้าย,"['สุดท้าย', 'บรรทัด', 'บรรทัด']",,11,1
142,พี่ ผมนั่งไม่พอ ไหนๆตูดพี่ล้นมาละ ขอทับตูดหน่อยนะ,"['นั่ง', 'ผม', 'พี่', 'ตูด', 'ทับ']",,3,1
143,บางคนไม่อ้วน กลิ่นตัวไม่แรง แต่ฉีดน้ำหอม กลิ่นเหี้ยไรก็ไม่รู้ เวียนหัวชิ,"['คน', 'อ้วน', 'ตัว', 'รู้', 'กลิ่น', 'กลิ่น', 'แรง', 'น้ำ', 'เหี้ยไร']",,6,-1
144,ไอ้ประโยคสุดท้ายนี่แหละครับ อาจจะโดนกระทืบได้เพราะหมั่นไส้ ฮ่าๆๆๆๆ,"['โดน', 'สุดท้าย', 'ไอ้', 'ประโยค']",,13,1
145,คนที่เหยียดคนอื่นแล้วได้ดี...ก็คงมีแต่หมอนวด,"['คน', 'คน', 'เหยียด', 'ดี']",,2,1
146,กุเซ็งคนอ้วนคือเวลาเดินตลาดนัด ทางเดินแคบๆ คนอ้วนอยู่ข้างหน้า เดินก็ช้า จะเเซงก็ลำบาก,"['คน', 'คน', 'อ้วน', 'อ้วน', 'เวลา', 'แคบ', 'เดิน', 'เดิน', 'หน้า', 'เดิน']",,6,1
147,ไม่มีใครอยากอ้วนหรอกไอ้เชี่ย,"['อ้วน', 'หรอก']",,10,1
148,จริงๆ ถ้าสายการบิน มีกรณีให้จ่ายเพิ่มเหมือนกัน,"['จ่าย', 'เหมือน', 'บิน', 'สาย', 'กรณี']",,0,-1
149,ตัวใหญ่ควรนั่งรถเมล์ดีกว่า ถ้านั่งรถตู้แล้วเขาจอดให้ลงตรงป้ายรถเมล์จราจรจะด่าพ่อยกคันเอา,"['นั่ง', 'นั่ง', 'รถ', 'รถ', 'รถ', 'ตัว', 'ตู้', 'ดี', 'เมล์', 'เมล์']",,9,1
150,ทำมายเราไม่เห็นหัวข้อนี้เลย 55555,['ทำ'],,7,0
151,เจอมากับตัวเหมือนกันสุดท้ายไปยืนเอาจากตัวเมือวกับบ้าน30กว่าโลจ่ายเต็มเหมือนได้นั่ง,"['นั่ง', 'ตัว', 'ตัว', 'เจอ', 'เหมือน', 'เหมือน', 'ยืน', 'สุดท้าย', 'เต็ม', 'บ้าน']",,12,1
152,หมดคำพูด​,[],,0,-1
153,แม่พวกเมิง90% อ้วน ถ้าไม่อ้วนก็ลงพุง ถ้าแม่เมิงไม่อ้วน พ่อเมิงก็อ้วน,"['อ้วน', 'อ้วน', 'อ้วน', 'อ้วน', 'พ่อ']",,6,1
154,ไอ่สัสแม่งมีจังหวะยิงมุขส่งท้ายอีกนะ,"['ท้าย', 'มุข']",,0,-1
155,"จิง ซื้อ3,ที่วางเป๋าได้ แต่สุดท้ายกะเอาเป๋าำปวางใต้เบาะให้คนอื่นมานั่งข้างๆ เพื่อ","['คน', 'นั่ง', 'เบาะ', 'ซื้อ', 'สุดท้าย', 'วาง', 'จิง', 'กะ']",,4,1
156,กูก้เคยโดนไอสัด นั่งรถตุ้ ไปกับไก่ ไก่จิงๆ แม่งเหม็นขี้ไก่ชิบผาย,"['นั่ง', 'รถ', 'โดน', 'แม่ง', 'ก้', 'เหม็น', 'จิง', 'ขี้', 'ชิบ']",,12,1
157,คนอ้วนก็ส่วนหนึ่ง แต่เคยเจอบ่อยๆคือผู้ชายนั่งอ้าขาแล้วกินที่มากอะ เราก็เบียดกำแพงรถไปสิ,"['คน', 'นั่ง', 'อ้วน', 'รถ', 'เบียด', 'เจอ', 'ขา', 'กิน', 'สิ', 'ชาย']",,14,1
158,เชื่อว่าหล่ยคนอ่านแล้วตีโจทย์ไม่แตก,"['คน', 'อ่าน', 'ตี']",,2,1
159,เป็นการใช้ภาษาที่โคตรเหยียดทั้งที่จริงไม่ได้เหยียดอะไรแถมเดือดร้อนจากการโดนนั่งกินที่,"['นั่ง', 'เหยียด', 'เหยียด', 'โดน', 'กิน', 'แถม', 'เดือดร้อน', 'โคตร']",,1,1
160,ไม่ได้เหยียด คงเมื่อยขาน่าดู,"['เหยียด', 'ขา', 'ดู', 'เมื่อย']",,1,-1
161,มานั่งดูคนหุ่นดีกับคนอ้วนตีกัน.   //ปรับแอร์23องศา เปิดjoox คลอเบาๆระหว่างรถติด,"['คน', 'คน', 'นั่ง', 'อ้วน', 'รถ', 'ดี', 'ติด', 'ดู', 'หุ่น', 'ตี']",,2,1
162,ใช่​ มีคนรู้สึกเหมือน​เราด้วย​ #ดีใจ​นั่งรถกลับตจว.เจอตลอด​ จะผอมจะอ้วนเบียดเราทู้กที,"['คน', 'นั่ง', 'อ้วน', 'รถ', 'เบียด', 'เหมือน', 'รู้สึก', 'ผอม']",,12,1
163,มืง2คนคุยเรื่องเดียวกันใช่ไหม,"['คน', 'เรื่อง', 'ไหม', 'คุย']",,2,1
164,มันไม่จบที่ 100สิครับ โหเหนแก่ตัวเบาะยังพอว่างเสือกเหมา2ที่คนอื่นจะได้ไปด้วย,"['คน', 'ตัว', 'เบาะ', 'จบ', 'สิ', 'ว่าง']",,12,1
165,ค่าโดยสาร เป็นค่าการเดินทางไปกับรถไม่ใช่ค่านั่งเบาะน่ะไม่งั้นคนที่ยืน เขาลดค่าโดยสาร 50%ไปแล้ว,"['คน', 'นั่ง', 'รถ', 'เบาะ', 'ค่า', 'ค่า', 'ค่า', 'ค่า', 'โดยสาร', 'ยืน']",,4,-1
166,รีบๆอ้วนสิลูกจะได้ไม่เสียเปรียบ,"['อ้วน', 'สิ', 'รีบ']",,10,1
167,อ้วนแล้วเบียดที่ ไม่ว่า เสือกไม่ขยับให้ด้วย ขยับให้รู้ว่าพยายามแล้วก็ยังดี นี่เบียดจนจะตกขอบโลกอยู่ละ,"['อ้วน', 'เบียด', 'เบียด', 'ดี', 'รู้', 'ขยับ', 'ขยับ', 'โลก', 'เสือก', 'ตก']",,13,1
168,ผู้ชายบางคน ผอมๆเนี้ยะแหละแม้งก็นั่งถ่างขา เบียดแบบตกเบาะอะ อยู่ที่ติตสำนึกแล้วมั้ง,"['คน', 'นั่ง', 'เบียด', 'ผอม', 'ชาย', 'มั้ง', 'แม้ง', 'ถ่างขา', 'สำนึก']",,12,1
169,เอาจริงๆบางทีเราก็คิดแหละ แต่พูดไม่ได้ เผื่อแผ่กันไปละกัน 555,[],,0,-1
170,ไอ้ครั้นจะขอนั่งตักก็ระแวงตูด😥,"['นั่ง', 'ไอ้', 'ตัก', 'ตูด', 'ครั้น']",,5,-1
171,ผมไม่ได้เหยียดนะครับ ที่แค่นั้นใครจะไปเหยียดได้,"['เหยียด', 'เหยียด', 'ผม']",,1,1
172,เลือกได้ก็ไม่มีใครอยากอ้วน ไม่มีใครอยากสร้างความไม่สะดวกสบายให้คนอื่นหรอก อ่านแล้วเศร้าใจ,"['คน', 'อ้วน', 'หรอก', 'อ่าน', 'เลือก', 'สร้าง']",,6,1
173,เราก็เคยเจอนะนั่งรถตู้เรายังรู้สึกว่าโดนเอาเปรียบเลยแขนเรานี่ชิดกันละอ่ะฮือออ,"['นั่ง', 'รถ', 'โดน', 'เจอ', 'ตู้', 'อ่ะ', 'รู้สึก', 'แขน', 'เปรียบ', 'ชิด']",,9,-1
174,ตัวเล็ก..โดนเบียดตลอด รู้สึกไม่คุ้มเลยกินให้ตัวใหญ่...อยากจ่ายครึ่งเดียว😅,"['ตัว', 'ตัว', 'เบียด', 'โดน', 'จ่าย', 'รู้สึก', 'กิน', 'ครึ่ง']",,4,1
175,ทำไมผมอ่านแล้วขำอ่ะ จะมีใครด่าไหมเนี่ยย โดยเฉพาะบรรทัดสุดท้าย,"['ผม', 'อ่ะ', 'อ่าน', 'สุดท้าย', 'ไหม', 'ด่า', 'บรรทัด', 'ขำ']",,3,1
176,อยากให้คนที่ชอบพูดว่า อ้วนก็ไม่ได้เดือดร้อนใคร มาอ่าน,"['คน', 'อ้วน', 'อ่าน', 'ชอบ', 'เดือดร้อน']",,6,0
177,ถึงต้องให้ลดน้ำหนักกัน ดูแลสุขภาพหุ่นสมส่วน,"['น้ำหนัก', 'ลด', 'ดูแล', 'สุขภาพ', 'หุ่น']",,0,-1
178,ผมก็อ้วนถ้าขึ้นรถเมล์ยืนจนกว่าจะมีที่ว่างให้นั่งไม่เบียดใคร รถตู้ไม่ขึ้นเลยยกเว้นไปขับให้คนอื่นนั่ง,"['คน', 'นั่ง', 'นั่ง', 'อ้วน', 'รถ', 'รถ', 'ผม', 'ตู้', 'เมล์', 'ยืน']",,5,1
179,ทำไมไม่โทษเบาะละครับ เบาะมันแคบเกินไปครับ,"['เบาะ', 'เบาะ', 'แคบ', 'โทษ']",,0,-1
180,ส่งเคอรี่ 1 กิโล ราคานึง ส่ง 5 กิโล แม่งเก็บเพิ่ม อิพวกนี้แม่งชอบเหยียดกล่องอ้วน เชี้ยจริงๆ,"['อ้วน', 'เหยียด', 'นึง', 'ชอบ', 'แม่ง', 'แม่ง', 'ราคา', 'กิโล']",,6,-1
181,ถามก่อนนะว่า อันนี้ไม่ได้เล่นมุขใช่มั้ย🤣🤣,"['ถาม', 'เล่น', 'มุข']",,0,-1
182,เกือบดีแล้วไงมาตบท้ายด้วยมุกตอนจบแบบนี้ 55555,"['ดี', 'ตอน', 'จบ', 'ท้าย', 'มุก', 'ตบ']",,8,-1
183,เอาจริงๆ มันคือสิทธิมนุษยชนป่าวอะ จะอ้วนผอม ก็ต้องจ่ายเท่ากันจ่ะ ไอ้หนู,"['อ้วน', 'จ่าย', 'ผอม', 'สิทธิ', 'ไอ้', 'ป่าว', 'จ่ะ', 'หนู']",,10,-1
184,จ่ายเพิ่มแล้วจะโดนนับเบาะแล้วหน้ามึนรับคนเพิ่มมั้ยหว่า,"['คน', 'โดน', 'เบาะ', 'จ่าย', 'หน้า']",,4,1
185,เราขึ้นแท็กซี่ที่ จ. ตรัง (แบบรถเต็มค่อยออก) คนอ้วนเขาคิดราคา 2× จริงๆนะ คนอ้วนก็นั่งสบาย เราก็นั่งสบาย วินวิน,"['คน', 'คน', 'นั่ง', 'นั่ง', 'อ้วน', 'อ้วน', 'รถ', 'เต็ม', 'ราคา', 'แท็กซี่']",,2,1
186,พูดถึงเหยียด เดี๋ยวนี้วงการเกมมีสายฟรีเหยียดสายเปย์ด้วย,"['เหยียด', 'เหยียด']",,1,1
187,โพสเปิดให้ด่าคนอ้วนอย่างเสรี เย้,"['คน', 'อ้วน', 'ด่า', 'โพส']",,2,1
188,ถ้าสาว น่ารักๆนั่งข้างๆ จะรู้สึกดีมากๆ เพราะอะไร ทำไม ไม่เข้าใจ. 😂,"['นั่ง', 'ดี', 'รู้สึก', 'สาว', 'รัก']",,5,-1
189,นี้อ้วนมาก เคยซื้อตั๋ว 2 ที่ แล้วเอากระเป๋าวาง เพราะไม่อยากนั่งเบียดใคร โดนด่าว่าไม่มีน้ำใจ,"['นั่ง', 'อ้วน', 'เบียด', 'โดน', 'ซื้อ', 'ด่า', 'วาง', 'ตั๋ว', 'กระเป๋า', 'น้ำใจ']",,13,1
190,เหมือนตอนขึ้นเครื่องบิน ทำไมกูเหลดได้20โลเท่ากะคนอ้วนหนักเป็นร้อยวะ,"['คน', 'อ้วน', 'เหมือน', 'ตอน', 'บิน', 'หนัก', 'เครื่อง', 'กะ', 'วะ']",,6,-1
191,กวนตีนแบบนี้รอดมาได้ก็บุญละครับ,"['กวน', 'บุญ', 'ตีน']",,0,-1
192,ผมสูง170น้ำหนัก60ครับเวลาไปใหนมาใหนถ้าขึ้นรถตู้แล้วคนนั่งข้างๆ…See more,"['คน', 'นั่ง', 'รถ', 'ผม', 'ตู้', 'เวลา', 'น้ำหนัก']",,3,1
193,ผมนั่งรถตู้บางครั้งมีกระเป๋า ผมซื้อ2ที้เลย ไม่เคยเอาไปวางขวางทางคนอื่นเวลาขึ้นลง,"['คน', 'นั่ง', 'รถ', 'ผม', 'ผม', 'ตู้', 'ซื้อ', 'เวลา', 'วาง', 'กระเป๋า']",,3,1
194,https//www.khaosod.co.th/special-stories/news_845605,[],,0,-1
195,การพูดความจริงบางครั้งก็กลายเป็นการเหยียดหยามไปเฉย,"['กลาย', 'เหยียดหยาม']",,0,-1
196,ตอนแรกอ่านในโพสต้นไม่จบ นึกว่าดราม่า พอมาอ่านในโพสนี้จบ มันโพสเอาฮานิหว่า 5555,"['ตอน', 'อ่าน', 'จบ', 'อ่าน', 'จบ', 'นึก', 'โพส', 'โพส', 'ดราม่า']",,8,1
197,เจอพี่วินที่เหลือเบาะไว้ให้เรานิดเดียว...เดินดีฟ่าตู...เสียดายตังค์ ^^,"['เจอ', 'เบาะ', 'ดี', 'เดิน', 'ตู']",,0,-1
198,ไม่กล้าคอมเม้นท์ เดี๋ยวโดนชาวเน็ตถล่ม,"['โดน', 'กล้า', 'เดี๋ยว']",,13,1
199,ผมก็คนคนนึงที่อ้วนมากๆหนัก130สูง196. ไปไหนมาไหนกับรถสาธาไม่ค่อยได้ เกรงใจคนอื่นเขาเลยไม่ค่อยเที่ยว😂,"['คน', 'คน', 'คน', 'อ้วน', 'รถ', 'ผม', 'นึง', 'หนัก', 'เกรงใจ', 'ไปไหนมาไหน']",,2,1
200,บางคนเหม็นเปรี้ยวด้วย เวลาแขนมาเบียดเราก็จะรู้สึกเหนียวๆ,"['คน', 'เบียด', 'เวลา', 'รู้สึก', 'เหม็น', 'แขน', 'เปรี้ยว']",,2,-1
201,ผู้แสดงความคิดเห็นที่มีประโยชน์,"['ประโยชน์', 'คิดเห็น']",,0,-1
202,เคยเจอแบบนั่งแหกขากินที่คนนั่งข้างๆอ่ะ ไข่ใหญ่มากจนนั่งหุบๆไม่ได้เลยมั้ง. 😩,"['คน', 'นั่ง', 'นั่ง', 'นั่ง', 'เจอ', 'ขา', 'อ่ะ', 'กิน', 'มั้ง', 'แหก']",,4,1
203,แรงบันดาลใจ อยู่ในนี้ เพียบเลย,['แรง'],,0,-1
204,ผมเป็นคนอ้วนมาก ผมรู้ตัว ผมจึงซื้อรถส่วนตัว ไม่ก็นั่งtaxi รถไฟฟ้าก็ยืนเอา ถ้าเก้าอี้ไม่ว่างพอ,"['คน', 'นั่ง', 'อ้วน', 'รถ', 'รถ', 'ตัว', 'ตัว', 'ผม', 'ผม', 'ผม']",,3,1
205,อย่าว่าแต่เหยียดเลย บางคันตีตู้ใส่ถึงแก๊สซะแคบวางฝ่าเท้าลงไปยังไม่ได้เลย,"['เหยียด', 'ตู้', 'แคบ', 'อย่า', 'วาง', 'ตี', 'ใส่']",,1,1
206,อารมณ์แบบผู้ชายบางคนที่ชอบนั่งกางขามั้ยคะ แหกขานั่งละมันเกินที่มาเบียดเราตลอดเลย,"['คน', 'นั่ง', 'นั่ง', 'เบียด', 'ขา', 'ชอบ', 'ชาย', 'แหก', 'อารมณ์', 'กางขา']",,5,1
207,แล้วยาวใหญ่อย่างผมจะอยู่ยังไง ลำบากไปอีก 5555,"['ผม', 'ลำบาก']",,3,1
208,ต่างประเทศเค้าใช้วิธีนี้นะคะ บังคับซื้อสองที่นั่ง,"['นั่ง', 'เค้า', 'สอง', 'ซื้อ', 'วิธี', 'ประเทศ', 'บังคับ']",,14,1
209,เออออ นี่อ่านจบต้องมาคิดอีก ว่าตกลงคนถามมันซีเรียสเหรอ? ซีเรียสจริงปะวะ? 555555,"['คน', 'อ่าน', 'จบ', 'ถาม', 'เหรอ']",,6,1
210,อยากนั่งสบายก็ซื้อตั๋วสองใบที่นั่งข้างกัน โครตแจ่ม,"['นั่ง', 'นั่ง', 'สอง', 'ซื้อ', 'ตั๋ว', 'ใบ']",,5,1
