,comment,tokenized_comment,label,predicted_label,marks
115,โลตัสบางปู บริการดีมากค่ะ พนักงานส่วนใหญ่ ยิ้มแย้มดี แต่...#อีพนักงานคนนึงอยู่ประชาสัมพันธ์# หน้าบึ้งเหมือนโดนผึ้งต่อยหี เลยค่ะ..ถามควยอะไรก็ไม่ค่อยตอบ  สงสัยเจ็บหี..อีดอกทอง..จึงเรียนมาเพื่อให้มึงทราบ,"['พนักงาน', 'พนักงาน', 'หน้า', 'โลตัส', 'คน', 'เหมือน', 'ดี', 'ดี', 'บริการ', 'ถาม', 'โดน']",,1,1
116,วันใหนมาตั้งใจมาชื้อหมู หมูหมดเหลือไก่  วันใหนชื้อไก่ไก่หมดได้หมู  ตั้งใจอย่างได้อีกอย่าง,"['หมู', 'หมู', 'หมู', 'ไก่', 'ไก่', 'ไก่', 'ใหน', 'ตั้งใจ', 'ชื้อ', 'ใหน', 'ชื้อ']",,0,-1
117,จ่ายเงินไม่ยกมีไหว้กันแล้ว บางทีไหว้แบบไม่เห็นหัวลูกค้า สาขาบางปะอิน,"['ลูกค้า', 'เงิน', 'จ่าย', 'หัว', 'ไหว้', 'ไหว้']",,10,-1
118,ไปชื้อนมให้ลูกคือกล่องนมมันใหญ่มาก..ใหญ่กว่าถุงมึงอีกอะเพิ่มขนาดถุง..และเพิ่มความหนาอีกนีสนึงนะ,"['ถุง', 'ถุง', 'ขนาด', 'หนา', 'ชื้อ', 'ลูก', 'กล่อง']",,2,0
119,ไม่ด่าขอชมเอ็กเพรส สาขาเอราวัณ จ.ลพบุรี พนักงานน่ารัก ไปซื้อแบบไม่ได้อะไรหยิบๆจ่าย แต่น้องบอกโปร ที่ลูกค้าควรได้ส่วนลดท้ายบิล น้องผู้หญิงตัวเล็กๆผมประบ่าค่ะ,"['พนักงาน', 'ลูกค้า', 'ซื้อ', 'จ่าย', 'ตัว', 'ผม', 'บิล', 'รัก', 'หยิบ', 'น้อง', 'โปร']",,11,1
120,พนักงานขายที่นี่มีการคัดกรองมั้ยคะคุณสมบัติพนักงานที่นี่เหวี่ยงเก่งหูตึง ดึงหน้าขี้นินทา ขาเม้าท์ลูกค้าคือใครไม่รู้จัก ไม่ต้องสนใจจัดเรียงของประหนึ่งห้องรกๆของตัวเองจ้างมายืนตากแอร์ส่วนใหญ่เจอเอกเพลส,"['พนักงาน', 'พนักงาน', 'ลูกค้า', 'หน้า', 'ตัว', 'เจอ', 'ยืน', 'ขาย', 'สนใจ', 'ดึง', 'ขี้']",,12,1
121,อาหารสด ผัก หมูไก่ต่างๆ พนง.ด้วย สาขาสนามบินน้ำมาเก็ตพนง.ไม่ยิ้ม พูดจาแย่ ไม่มีสวัสดีขอบคุณเลย (ผช)ฝากด้วยนะ,"['สาขา', 'พนง', 'พนง', 'แย่', 'อาหาร', 'สด', 'พูดจา', 'น้ำ', 'ผัก', 'หมู', 'ฝาก']",,0,-1
122,ห้องน้ำเหม็นมาก (โลตัสแม่สาย) คิวติดอีก น่าเบื่อมาก ควรปรับปรุง,"['โลตัส', 'ปรับปรุง', 'ห้องน้ำ', 'ติด', 'คิว', 'เหม็น', 'เบื่อ']",,5,-1
123,เคยเจอโลตัสอ่อนนุชให้เงินเกินไปพนักงานคิดเงินตีเนียนบอกให้มาพอดีพูดจาไม่น่าฟังตะคอกลูกค้า,"['พนักงาน', 'ลูกค้า', 'เงิน', 'เงิน', 'โลตัส', 'เจอ', 'พูดจา', 'ตะคอก', 'ฟัง']",,10,1
124,พนักงานอย่าคุยเล่น หรือด่ากัน เสียงดัง และหยาบ ต่อหน้าลูกค้า,"['พนักงาน', 'ลูกค้า', 'หน้า', 'คุย', 'อย่า', 'เล่น', 'ด่า', 'เสียง', 'หยาบ']",,12,1
125,โลตัส เอ็กเพรส ทั่วไปพนักงานไม่ค่อยยิ้มแย้ม เหมือนไม่รักงานบริการคะ,"['พนักงาน', 'เหมือน', 'งาน', 'บริการ', 'รัก', 'โลตัส เอ็กเพรส', 'ยิ้มแย้ม']",,3,1
126,วางของเกะกะมาก เป็นแทบทุกสาขาที่เคยเข้าเลย ไม่มีมาตรการจัดของกันเลยหรอ #เอ็กซ์เพรส,"['สาขา', 'แทบ', 'วาง', 'หรอ', 'เอ็กซ์เพรส', 'เกะกะ']",,15,-1
127,ถ้ามึงไม่อยากไหว้ ไม่ต้องยกมือไหว้ก้อได้ กูรู้มึงโดนบังคับ ให้ไหว้คนที่ไม่ใช่พ่อใช่แม่ เยสเข้,"['คน', 'โดน', 'รู้', 'มือ', 'ก้อ', 'บังคับ', 'ไหว้', 'ไหว้', 'ไหว้', 'แม่']",,0,-1
128,บัตรสมาชิก”  วัน การ์ด “  สะสมแต้ม  แต่ไม่สะดวกเวลาจะใช้งานใช้แต้มสะสม  เพราะมีเงื่อนไขแยกยิบย่อย  ต้องใช้กับสินค้าตัวนั้นตัวนี้  ใช้สำหรับสาขาเล็ก-ใหญ่  เขี้ยวเกิน,"['สาขา', 'งาน', 'เวลา', 'สินค้า', 'ตัว', 'ตัว', 'บัตร', 'การ์ด', 'แยก', 'สมาชิก', 'สะสม']",,0,-1
129,รถเข็น เหมือนเสี่ยงดวงตลอด ไม่กินเลนส์ซ้าย ก็ขวา ได้รถปกติ เหมือนถูกหวย,"['เหมือน', 'เหมือน', 'รถ', 'รถ', 'เข็น', 'กิน', 'ปกติ', 'ขวา', 'หวย']",,8,1
130,แคชเชียร์ค่ะ ช่วงเวลา21.00-22.00 ช่วงเวลาที่ห้างใกล้ปิด แล้วคนจะจ่ายของเยอะมาก ต่อแถวยาวววววว เพราะแคชเชียร์เปิดประมาณ3-4แคชเชียร์ ทั้งที่มีเป็น10 ทำให้จ่ายเงินได้ล่าช้าามากกกกค่ะอยากให้เปิดเยอะกว่านี้หน่อยต่อแถวนานเกิ๊น,"['ทำ', 'เงิน', 'คน', 'เวลา', 'เวลา', 'จ่าย', 'จ่าย', 'ห้าง', 'แคชเชียร์', 'แคชเชียร์', 'แคชเชียร์']",,4,-1
131,พนักงานห่วย คุยกันโว้ยวายไม่สนใจลค.  ดึงหน้าเหมือนทะเลาะกับผัวมา เฮ้ยนี่กูเอง กูลูกค้ามึ๊งงงง.,"['พนักงาน', 'หน้า', 'เหมือน', 'คุย', 'สนใจ', 'ห่วย', 'ดึง', 'ผัว', 'ลค', 'ทะเลาะ', 'เฮ้ย']",,12,-1
132,ในบิลไม่ได้บอกว่าส่วนลดเป็นของสินค้าชิ้นไหน อยากให้บอกหน่อยว่าลดกี่บาทนี้มาจากสินค้าชื่ออะไร,"['สินค้า', 'สินค้า', 'ลด', 'ลด', 'ชิ้น', 'บิล', 'กี่', 'บาท', 'ชื่อ']",,0,-1
133,โลตัสใหญ่สระบุรีคนซื้อเยอะมากเครื่องpostเยอะนะแต่เปิดไม่กี่ช่อง เวลาไปซื้อแถวยาวมาก,"['โลตัส', 'คน', 'ซื้อ', 'ซื้อ', 'เวลา', 'ช่อง', 'เครื่อง', 'แถว', 'กี่']",,4,1
134,เลิกให้พนักงานเอ็กเพลสยกของเองได้ละ  ไปซื้อของทีต้องรอแม่งยกเสร็จนาจาาา,"['พนักงาน', 'ซื้อ', 'รอ', 'เลิก', 'แม่ง']",,11,1
135,เอ็กเพรสนี้แลกของแล้วไม่เคยจะโทรบอกเลยหรืออะไรเลยต้องได้ทวง. ชอบไม่ให้แสตมป์. เป็นไรมากไหมนี้,"['ชอบ', 'เอ็กเพรส', 'แลก', 'แสตมป์', 'ไหม', 'โทร']",,0,-1
136,ปรัยปรุงอย่างแรงเรื่อง พนักงานแคชเชียร์ค่ะเป็นอะไรกันคะ อยู่กันหลายคนลูกค้าเยอะแยะไม่สนใจไม่ใส่ใจเปิดคิดเงินเครื่องเดียว บางคนก็หน้าเป็นส้นตีนไม่รับลูกค้า ด้านแคชเชียร์บริการโครตย่ำแย่ แทบทุกที่ทุกสาขา,"['พนักงาน', 'สาขา', 'ลูกค้า', 'ลูกค้า', 'หน้า', 'เงิน', 'คน', 'คน', 'บริการ', 'เรื่อง', 'แคชเชียร์']",,10,1
137,พื้นที่โซนอาหารสดถูบ่อยๆ เถอะค่ะ พื้นเปียกมันทำให้ลื่นนะคะ แล้วมันมีรอยเท้ารอยโคลนลากไปลากมา ดูสกปรกแท้,"['ทำ', 'อาหาร', 'สด', 'ดู', 'สกปรก', 'พื้น', 'พื้นที่', 'โซน', 'ลาก', 'ลาก']",,0,-1
138,สาขามุกหาร อยากให้ติดโซ่เล็กๆจากรถเข็นให้ประจุไฟฟ้าสถิตได้ไหลลงพื้นหน่อยครับใกล้หน้าหนาวแล้วไปซื้อของทีไรโดนซ็อตทุกที,"['สาขา', 'หน้า', 'ซื้อ', 'รถ', 'เข็น', 'ติด', 'โดน', 'พื้น']",,11,1
139,พนักงานโลตัสแทบทุกสาขาอาหาร ไม่ได้เรื่อง ข้างบนสุกจนแห้ง ข้างล่างยังเป็นน้ำแข็ง  แล้วหลอด หมดตลอดอิดอก กุยังงง ตกลงมันมีหลอดให้ปะวะ,"['พนักงาน', 'สาขา', 'โลตัส', 'เรื่อง', 'อาหาร', 'แทบ', 'น้ำ', 'งง', 'แห้ง', 'ล่าง', 'กุยัง']",,15,1
140,เคือง...สะสมสแตมป์แลกร่มผ่านมา3ปีจนสาขาย่อยปิดไปแล้วข้ายังไม่ได้ร่มเลย/หลอกลวงถามทีไรกำลังผลิตๆที่ดาวดวงใหนรึ?,"['สาขา', 'ถาม', 'แลก', 'ปี', 'สะสม', 'ร่ม', 'ร่ม', 'ใหน']",,0,-1
141,เอ็กเพลส กว่าพนักงานจะเสด็จมาคิดเงินให้ รอไปเถอะ แถมชอบโยนของให้ลูกค้าแบบ ปึงๆปังๆ อีก โอ๊ยๆ ตอนนี้เลิกเข้าละ มีไรไปเซเว่นเลยสะดวกโคตรแทบไม่ต้องรอ,"['พนักงาน', 'ลูกค้า', 'เงิน', 'รอ', 'รอ', 'ตอน', 'แถม', 'เลิก', 'แทบ', 'เซเว่น', 'เอ็กเพลส']",,7,-1
142,โลตัสเอ็กเพรสสาขาสีดา ช่วยกรุณาอบรมมารยาทพนักงานด้วยครับ และการทำงานเวลาลูกค้าเยอะๆช่วยโผล่หัวออกมาเปิดช่องคิดเงินด้วยไม่ใช่มุดหัวอยู่แต่หลังร้าน การพูดจา สีหน้าท่าทางของพนักงานบางคนช่วยปรับปรุงหน่อยไม่ใช่ทำหน้าเหมือนส้นตรีนครับเวลาลูกค้าแจ้งความต้องการหรืออะไรก็แล้วแต่เพราะเขาบอกอย่างสุภาพแต่คุณกลับทำหน้าตาไม่พอใจพูดแบบใส่อารมกับลูกค้า,"['พนักงาน', 'พนักงาน', 'ลูกค้า', 'ลูกค้า', 'ลูกค้า', 'ทำ', 'ทำ', 'หน้า', 'ทำ', 'เงิน', 'โลตัส']",,3,1
143,โดยรวมแล้วคือ  1.ถุงบางเคยหิ้วถุงใส่ขวดซอส ถุงขาดขวดแตก ขนาดข้าวถุง 5 กิโลใส่ให้แค่ชั้นเดียว ขอถุงซ้อนเพิ่ม  มีแลตาใส่พร้อมกับฟึดฟัดด้วย   2.ช่องคิดเงินมีเยอะแต่ใช้จริงไม่ถึง 50%  3.พนักงานโยนของใส่ถุง ไม่ได้นึกถึงว่าของจะพังเสียหาย บางทีเห็นปล่อยให้กลิ้งจากมือลงถุง   4.พนักงานหน้าไม่รับแขกโดยเฉพาะแผนกคิดเงิน    ที่ไหนเป็นแบบนี้บ้าง???? ที่นี่สาขาพะเยาจ้า....,"['พนักงาน', 'พนักงาน', 'สาขา', 'หน้า', 'เงิน', 'เงิน', 'ถุง', 'ถุง', 'ถุง', 'ถุง', 'ถุง']",,2,1
144,เครื่องที่ให้แสกนของเองน่ะ อยากให้ปรับตำแหน่งให้มันแสกนจากมือถือได้ด้วยค่ะ บัตรหายไปแล้วแสกนจากมือถือไม่ได้มันติด,"['ติด', 'เครื่อง', 'บัตร', 'หาย']",,0,-1
145,ติดป้ายลด พอจ่ายตังจ่ายเต็ม ลดถึง26/9 เราไปซื้อ13/10 ติดป้ายไว้เพื่อ??    ปล.โลตัสเล็ก😒,"['ซื้อ', 'จ่าย', 'ลด', 'ลด', 'ติด', 'ติด', 'ป้าย', 'ป้าย', 'เต็ม']",,14,-1
146,โลตัสเอ็กเพลสหน้าไม่รับเเขกไม่พอ นั่งกินข้าวล้อมวงเหมือนเเม่งอยู่บ้านอ่ะ,"['โลตัส', 'เหมือน', 'บ้าน', 'กิน', 'อ่ะ', 'ข้าว', 'นั่ง', 'เเขก']",,5,-1
147,เวลามีคนมาตรวจห้าง อะไรซักอย่างนี่แหละ พนง.วิ่งกันโกลาหล โดยเฉพาะ หน.พนง  หญ.,"['คน', 'เวลา', 'พนง', 'ห้าง', 'วิ่ง', 'ตรวจ', 'ซัก']",,0,-1
148,พนักงานไม่มีใจด้านบริการ ต้องยืนรอนานกว่าจะมาคิดเงิน โปรของสินค้าก็ยังไม่รู้ เหมือนง้อซื้อของ,"['พนักงาน', 'เงิน', 'ซื้อ', 'เหมือน', 'บริการ', 'สินค้า', 'รอ', 'ยืน', 'รู้', 'โปร', 'ใจ']",,7,1
149,เป็น ทุก สาขา เรื่องมารยาท มองพูดกับลูกค้า เหมือนลูกค้าขอฟรีๆ แย่สุดๆ ผมว่าเหมือนกัน ทั่วประเทศ,"['สาขา', 'ลูกค้า', 'ลูกค้า', 'เหมือน', 'เหมือน', 'เรื่อง', 'มารยาท', 'แย่', 'ผม', 'ฟรี']",,3,1
150,ง่ายๆ -ของบอกลด..พนักงานพากันซ่อนของแล้วบอกให้คนที่บ้านมาเอา ลูกค้าหาไม่เจอหรอก สรุปปานเล่นซ้อนหากันน๊อ-ราคาของแพงทุกวัน เมื่อเปรียบเทียบกับที่อื่น บางอย่างไม่ติดราคา แมร่งบอก 100 เสือกเขียนตัวเลขเท่ายักแต่คำว่าลดเท่ามด ใครจะไปอ่านขนาดนั้น เวลาคิดราคามา พ่องตาย... ราคาเต็มไม่เขียนบอก 100 ที่ไหนได้ลด 100 จากราคาเดิม 500 สาดดด-การต้อนรับ กริยามารยาท ปรับปรุง-ถุงมึงจะบางไปไหน บางซะจนจะใช้แทนถุงยางขอบบางได้ละ ประหยัดก็ประหยัดเกินน...ทุกวันนี้ต้องพกถุงเอง ถ้าเอารถเข็นไปเองจะเอาไปหละแมร่ง ซื็อก็เยอะ ไม่ใช่ 100-200 บาท เฮ้อออ..เพลีย-อีกเยอะแยะขี้เกียจพูด พร้อมใบโฆษณาจะส่งมาไรเยอะแยะ พอไปซื้อบางอย่างก็ไม่ลด ok. จบข่าว ค้านเว้า.....เฮ่อ...แล้วพวกสาขาย่อยคือไม่เข้าใจเวลาลงของ พวกลัง พวกเข่งยิ่งกว่าตลาดสด คือเวลาจะเข้าแมร่งจะต้องหลบบ้าง เบี่ยงตัวบ้าง สงสารกูเถอะ กูอ้วน เข้ายากเข่งกับลังแมร่งก็บังประตูเกินไปหละ กองจะจนกูคิดว่าถ้าล้มมาไม่ตายก็เลี้ยงไม่โตละ งานนี้..........ปล.เช็คเงินก่อนออกจากสาขาด้วยนะ ชอบทอนตังไม่ครบ พอเดินออกมาแค่ประตู เงินไม่ครบจะกลับเข้าไป พนักงานบอกไม่รับผิดชอบ เจอมาเยอะละ ทุกวัน นี้แค่ 50 ตัง กุกะทวง ไม่สน เงินซื้อของถึงจะน้อยถ้ารวมๆกันนี้ได้หลายบาทเลยนะคับ เจอมาเยอะ ทอนไม่คบสัด...ที่เคยเจอ เยอะสุก 500 บาท พอกลับไปคุยดีๆเสือกโชว์แสงยานุภาพใส่กุอีก ดีนะกุไม่ปล่อยแสงใส่ แมร่งงงง.,"['พนักงาน', 'พนักงาน', 'สาขา', 'สาขา', 'ลูกค้า', 'เงิน', 'เงิน', 'เงิน', 'คน', 'ถุง', 'ถุง']",,14,1
151,สาขาแคราย ที่ศูนย์อาหารที่ดูดกลิ่นอาหารเสียหรอทำอาหารกันทีจามกันทั้งศูนย์อาหาร,"['สาขา', 'ทำ', 'อาหาร', 'อาหาร', 'อาหาร', 'กลิ่น', 'ศูนย์อาหาร']",,13,1
152,เครื่องคิดเงินต่อคิวจนเหนื่อย ปล่อยว่างไว้ทำไม แถมเรื่องถุงด้วย บางยิ่งกว่าถุงยางอีกความยืดหนุ่นหามีไม่พอขอซ้อนถุงพนักงานจะทำหน้าไม่พอใจทำไม กลัวถุงขาด ให้ๆไปเถอะ,"['พนักงาน', 'ทำ', 'หน้า', 'เงิน', 'ถุง', 'ถุง', 'ถุง', 'เรื่อง', 'แถม', 'คิว', 'หา']",,2,1
153,พนักงานดึงหน้าใส่ ไปทีไรดึงหน้าใส่พูดจาขวานผ่าซากมาก บางคนก็ดีโอเคน่ารัก อบรมเขาด้วย,"['พนักงาน', 'หน้า', 'หน้า', 'คน', 'ดี', 'ใส่', 'ใส่', 'พูดจา', 'อบรม', 'รัก', 'ดึง']",,12,1
154,พนักงานเหอะ คิดเงินช้าชิบหาย แต่ละคนทำหน้าเหมือนโดนขืนใจมาเห็นๆ,"['พนักงาน', 'ทำ', 'หน้า', 'เงิน', 'คน', 'เหมือน', 'โดน', 'หาย', 'เหอะ']",,3,1
155,รถเข็นที่เป็นรูปแบบรถ ให้เด็กนั่งเกือบทกสาขาเลยค่ะ  สกปรกมาก,"['สาขา', 'รถ', 'รถ', 'เข็น', 'เด็ก', 'สกปรก', 'นั่ง']",,8,1
156,สาขาโคราช พนักงาน ไม่เอาที่ล็อค ที่ติดกับรองเท้า ออกให้ ไอ้เราก็ก้มเก็บของ ไม่ได้สังเกตวันต่อมา งัดออกแทบรองเท้าจะขาด จะกลับไปโลตัสก็เสียเวลา เสียค่ารถ ..,"['พนักงาน', 'โลตัส', 'รถ', 'เวลา', 'ติด', 'แทบ', 'ไอ้', 'ค่า']",,5,-1
157,สำนักงานใหญ่เหมือนเปิดไว้บริการพนักงานด้วยกันเอง ส่วนลูกค้าเหรอ กรุณาช่วยตัวเองเยอะๆ,"['พนักงาน', 'ลูกค้า', 'เหมือน', 'งาน', 'บริการ', 'ตัว', 'เหรอ', 'กรุณา']",,3,1
158,สาขาลาดพร้าววังหิน -ที่เคาน์เตอร์จ่ายเงินไม่มีสายพานเลื่อน -เก่าโทรมมาก-ด้านข้างตรงทางเดินไปอาคารจอดรถ ร้านค้าวางขายของเละเทะ ไม่มีระเบียบ ถ้าฝนตกบริเวณนั้นกลิ่นฉี่จะคลุ้งขึ้นมาเลย,"['สาขา', 'เงิน', 'รถ', 'จ่าย', 'เดิน', 'ขาย', 'จอด', 'กลิ่น', 'ร้าน', 'วาง', 'เคาน์เตอร์']",,8,-1
159,ไช้อยากไห้ถุงหนาเวลาไปชื่อนำ้แดงทีไรถึงแถบขาดไส่มอเตอร์ไชร์มาแถบไม่ถึงบ้าน,"['ถุง', 'เวลา', 'บ้าน', 'หนา', 'ชื่อ', 'แถบ', 'แถบ']",,2,1
160,เลิกให้ส่วนลดแบบวิธีตัดบิล มันทำให้เสียเวลาชำระเงินที่เคาน์เตอร์,"['ทำ', 'เงิน', 'เวลา', 'ลด', 'เลิก', 'บิล', 'ชำระ', 'เคาน์เตอร์', 'วิธี', 'ตัด']",,7,-1
161,เอ็กเพรสย่านตาขาว จ.ตรัง พนักงานชอบหาย เวลาจะชั่งผักก็ไม่อยู่ประจำจุดเลย  แคชเชียร์ เวลาคิดเงินชอบทำบูด,"['พนักงาน', 'ทำ', 'เงิน', 'เวลา', 'เวลา', 'ชอบ', 'ชอบ', 'แคชเชียร์', 'ผัก', 'บูด', 'หาย']",,7,-1
162,ห้องน้ำมีที่ฉีดตูดหน่อยจ้า,"['ห้องน้ำ', 'ฉีด']",,9,0
163,โลตัสใหญ่ไม่ค่อยมีปัญึอะไร...แต่ไอ้ Express เนี่ย หึหึ,"['โลตัส', 'ไอ้']",,5,1
164,90%หน้าหงิกทุกคน,"['หน้า', 'คน', 'หงิก']",,5,1
165,ไปทีไรไม่เห็นมีดอกบัวขาย,"['ขาย', 'ดอก']",,0,-1
166,อาหารฟู้ดคอร์ทรสชาติแย่มาก แถมแพงด้วย,"['แย่', 'แถม', 'อาหาร', 'แพง']",,13,-1
167,ตอนเลือกซื้อผัก เลือกเเล้ว เลือกอีก พอจ่ายตังค์ใส่ถุง ผักหักสะงั้น,"['ถุง', 'ซื้อ', 'จ่าย', 'ใส่', 'ตอน', 'ผัก', 'ผัก', 'เลือก', 'เลือก', 'เลือก', 'ตังค์']",,0,-1
168,ล้อรถๆ จะหลุดไปไหนพังทุกคัน,"['รถ', 'พัง', 'คัน', 'ล้อ', 'หลุด']",,11,-1
169,แต่ละคนที่มาเม้นนี้ เคยทำโลตัสทั้งน้านนน😁😂😂,"['ทำ', 'โลตัส', 'คน']",,5,0
170,ความสะอาดของโลตัสเอ็กเพรส ค่ะ,"['โลตัส', 'เอ็กเพรส', 'สะอาด']",,5,1
171,cashier ใช้เครื่องรูดไม่เป็น ไม่รู้จัก paywave,['รู้จัก'],,0,-1
172,ราคาเท่าตลาด แต่ติดป้ายเหลือง บอกลดแล้ว  #เลิกเถอะค่ะ,"['ราคา', 'ลด', 'ติด', 'เลิก', 'ป้าย', 'เหลือง', 'ตลาด']",,14,-1
173,คืออ่านจนเหนื่อยค่ะ,"['อ่าน', 'เหนื่อย']",,0,-1
174,ถุงใส่สินค้าบางมากควรปรับปรุงได้แล้วนะค่ะ,"['ถุง', 'ใส่', 'สินค้า', 'ปรับปรุง']",,2,1
175,ถุงโครตบาง ขอซ้อนถุง แม่งหวงไปไหน หวงไว้กินหรอค่ะ,"['ถุง', 'ถุง', 'กิน', 'ซ้อน', 'แม่ง', 'หรอ']",,2,1
176,พนักงานหน้าบูดสงสัยจะยืนนาน,"['พนักงาน', 'หน้า', 'บูด', 'สงสัย']",,12,1
177,เลิกใส่ถุงได้แล้ว,"['ถุง', 'ใส่', 'เลิก']",,2,1
178,อาหารไม่ร่อย,['อาหาร'],,13,1
179,ไม่จำเป็นไม่เข้าจริงๆ,[],,0,-1
180,พนักงานบางสาขาไม่พร้อมให้บริการลูกค้าค่ะ,"['พนักงาน', 'สาขา', 'ลูกค้า', 'บริการ']",,6,1
181,แมลงสาปให้มันน้อยๆหน่อย,[],,0,-1
182,ถุงอย่างเดียวเลย มึงจะบางไปไหน...,['ถุง'],,2,1
183,พนักงานตามเอ็กเพลสนี่ต้องฝึกมารยาทนะ เห็นอยู่กันตามยถากรรม,"['พนักงาน', 'มารยาท']",,1,1
184,มารยาทพนักงาน,"['พนักงาน', 'มารยาท']",,1,1
185,ห้องน้ำค่ะ สกปรกทุกสาขาเลย,"['สาขา', 'ห้องน้ำ', 'สกปรก']",,9,1
186,เลิกแจกถุงค่ะ แนะนำให้ขายถุงพลาสติกแทน ลดโลกร้อนดีค่ะ,"['ถุง', 'ถุง', 'ดี', 'ลด', 'เลิก', 'ขาย', 'พลาสติก', 'แทน', 'โลก', 'ร้อน', 'แจก']",,2,1
187,ปรับปรุงพนักงานค่ะ,"['พนักงาน', 'ปรับปรุง']",,6,1
188,ถุงก้อบางงจนเห็นหี.....6666+++,"['ถุง', 'ก้อ', 'หี']",,2,1
189,"โลตัสเอ็กเพรสที่แฟลตคลองจั่น ... @&#,*#**@&&@&@&*#*@9929*#;-;,-;-😒😒😒😒😒😒","['โลตัส', 'เอ็กเพรส']",,5,1
190,พนักงานหน้าตาเหมือนกินข้าวบูด,"['พนักงาน', 'เหมือน', 'กิน', 'บูด', 'หน้าตา', 'ข้าว']",,1,-1
191,ห้องน้ำควรมีสายฉีดตูดนะครับ  ทั้งห้างสีเขียวและห้างสีเหลือง,"['ห้องน้ำ', 'ห้าง', 'ห้าง', 'ตูด', 'เหลือง', 'ฉีด', 'สาย', 'สี', 'สี']",,9,1
192,เคยใช้บริการที่โลตัสอรัญประเทศ โดยรวมแล้วดีครับ,"['ดี', 'บริการ']",,0,-1
193,ถุงบางได้อีกโดนมุมของถุงน้ำยาปรับผ้านุ่มก็ขาดจะหมดอยู่แล้ว,"['ถุง', 'ถุง', 'โดน', 'ผ้า', 'น้ำยา', 'นุ่ม', 'มุม', 'อยู่แล้ว']",,2,1
194,เอ็กเพลส พนง เกือบทุกสาขา หน้าไม่รับแขก,"['สาขา', 'หน้า', 'พนง', 'เอ็กเพลส', 'แขก']",,15,-1
195,เคาว์เตอร์คิดเงินเยอะแต่ไม่มีคนคิดเงิน,"['เงิน', 'เงิน', 'คน']",,7,1
196,ห้องน้ำ สาขาจะนะ จ.สงขลา ขอร้องเถอะ พลีสสสสสสสสสสสสสสสสสสสส,"['สาขา', 'ห้องน้ำ']",,9,1
197,หัวเหม็นทุกครั้งที่ไปโลตัส ระบบดูดควัน ร้านอาหาร ห่วยมาก,"['โลตัส', 'อาหาร', 'ร้าน', 'ห่วย', 'ระบบ']",,5,-1
198,โลตัสเอ็กเพลส....มารยาทนิสัยพนักงานแย่มากแทบทุกสาขาเลยยย,"['พนักงาน', 'สาขา', 'โลตัส', 'แย่', 'แทบ', 'นิสัย']",,15,1
199,แผนกอาหารสด กลิ่นแรงมากๆ แทบไม่อยากเดินผ่านเลย,"['เดิน', 'อาหาร', 'สด', 'กลิ่น', 'แทบ', 'แผนก', 'แรง']",,13,0
200,พระราม 4- ที่จอดรถ lady parking ดีมาก มีแต่ผู้ชายมาจอด,"['รถ', 'ดี', 'จอด', 'จอด', 'ชาย']",,8,1
201,โลตัสเล็กพนักงานหน้าหงิกเป็นส้นตีนเลยจ้า,"['พนักงาน', 'หน้า', 'โลตัส', 'หงิก', 'ส้น', 'ตีน']",,12,1
202,เกลียดถุงโลตัสแรงๆ,"['โลตัส', 'ถุง', 'แรง', 'เกลียด']",,2,1
203,กลิ่น,['กลิ่น'],,13,1
204,กระดาษทิชชู่ห้องน้ำบางมากกกกกกกก,"['ห้องน้ำ', 'กระดาษ', 'ทิช']",,9,1
205,อยากให้คิดตัวเร็วๆหน่อยต่อคิวรอจ่ายตังกันยาวชิยหาย,"['จ่าย', 'ตัว', 'รอ', 'คิว', 'ตัง']",,4,1
206,รถเข็น ล้อพังเกือบทุกคัน,"['รถ', 'เข็น', 'พัง', 'คัน', 'ล้อ']",,11,-1
207,ส่วนลดที่ให้มา ลดเลยได้ไหม ขี้เกียจเก็บ,"['ลด', 'ลด', 'ไหม', 'ขี้', 'เกียจ']",,0,-1
208,ห้องน้ำบางสาขาต่างจังหวัดสกปรกมากจนเข้าไปใช้ไม่ได้ค่ะ,"['สาขา', 'ห้องน้ำ', 'สกปรก']",,9,1
209,เงินเดือนครับ ป.ตรี ได้เงินเดือนเท่าวุฒิ ม.3 เลยแม้ง.....,"['เงิน', 'เงิน', 'เดือน', 'เดือน']",,10,1
210,ซื้อไฃ่เจอไข่เน่าเอาไข่ดีๆมาขายบางนะ,"['ซื้อ', 'ดี', 'เจอ', 'ขาย', 'เน่า']",,11,1
211,โทรกลับด้วยเวลาคนรับสมัครงานอ่า#โลตัสสาขานวนคร,"['สาขา', 'โลตัส', 'คน', 'งาน', 'เวลา', 'โทร']",,5,1
212,โลตัสพระราม1แมร่งร้อนฉิบหาย,"['โลตัส', 'ร้อน']",,5,1
213,ถามบัตรคลับการ์กูด้วย กูไม่อยากบอกเอง,"['ถาม', 'บัตร', 'คลับ']",,8,1
214,ถุงค่ะ,['ถุง'],,2,1
215,ถุงบางมากๆขนาดซ้อนกัน2ใบยังขาดเลย,"['ถุง', 'ใบ', 'ซ้อน', 'ขนาด']",,2,1
216,ราคาพิเศษเท่ากับราคาปกติ,"['ราคา', 'ราคา', 'ปกติ', 'พิเศษ']",,14,0
217,หนูวิ่งเป็นของสด,"['สด', 'วิ่ง', 'หนู']",,0,-1
