,comment,tokenized_comment,label,predicted_label,marks
74,ก่อนอื่นต้องขอขอบคุณครับทีาช่วยแสดงความคิดเห็นกันผู้นำประเทศต้องใช้ความเป็นผู้นำสั่งทำอย่างรวดเร็วไม้ใช่ว่าต้องให้โวยวายแล้วจึงทำข้อเสนอแนะที้ทำได้ทันทีคือให้กทม.ปลูกต้นไม้เพิ่มและที่มีอยู่แล้วก็ดูแลให้ดี  กระทรวงเกษตรทำการเพาะกล้าไม้แจกให้กระทรวงศึกษาสั่งให้โรงเรียนสังกัด สพฐ ใน กทม.ปลูกโรงเรียนละสามสิบต้นก็เพิ่มปริมาณต้นไม้เป็นหมิ่นต้นแล้วครับยังมีโรงเรียนที่สังกัด กทม.อีกช่วยๆกันครับต้องทำทุกกระทรวงและวางแผนเป็นวาระแห่งชาติในการแก้ปัญหาระยะยาวเพื่อลูกหลานของคนไทยครับ,"['ทำ', 'ทำ', 'ทำ', 'ทำ', 'ทำ', 'คน', 'ดี', 'เรียน', 'เรียน', 'เรียน', 'ปัญหา', 'ต้น', 'ต้น', 'ต้น', 'ต้น']",,1,1
75,รัฐบาลนะเหรอเก่งแต่เรื่องถ่ายรูปกับละครไหนดัง เรื่องเป็นเรื่องทำไม่ป็นหรอก อยู่ให้รู้ว่าแน่แต่ทำให้อะไรไม่เป็น เซ็งจะรู้ไหมว่าคนเบื่อจะแย่ ไม่เคยดีใจในการเลือกตั้งเท่าครั้งนี้,"['ทำ', 'ทำ', 'คน', 'เรื่อง', 'เรื่อง', 'เรื่อง', 'รัฐบาล', 'รู้', 'รู้', 'ไหม', 'แย่', 'แน่', 'หรอก', 'เลือกตั้ง', 'เหรอ']",,8,1
76,ตึกห้างร้าน สถาปัตทั้งหลายคอนโด สร้างกันเข้าไป แออัดจนไม่มีอากาศจะหายใจกันแล้ว  ละฟ้าไปหมดแล้วจะให้อากาศเสียมันละบายออกทางไหนครับ  อากาศดีมันจะมีได้ยังไง  เช้า กลาง วันเย็น  รถติดมหาสาน ปล่อยของเสีย ออกมาจำนวนเท่าไหร่ แล้วของเสียเหล่านี้มันจะออกไปได้ไงตึกรามบ้านชองมันบังไปหมอ  ออกก็ออกช้า  เรื่องฝุนควันมันเป็นมานานมากแล้วครับ เพียงแต่ไม่มีใครออกมาพูเอาจริงเอาจัง  แต่ตอนนี้มันเป็นกระแส ออกประโครมข่าวกันเป็นจริงเป็นจัง มันเลยตื่นตัวกันไงครับ  ผักชีโลยหน้ากันทั้งนั้น,"['หมอ', 'รถ', 'เรื่อง', 'ดี', 'ตอน', 'หน้า', 'อากาศ', 'อากาศ', 'อากาศ', 'หายใจ', 'กลาง', 'เช้า', 'ข่าว', 'ตื่นตัว', 'สร้าง']",,0,-1
77,หลายๆคนรวมทั้งผู้ใหญ่บ้านเมืองนี้ยังไม่เห็นความสำคัญเพราะมองเป็นเรื่องไกลตัว ทั้งๆที่ภัยมันใกล้ตัวมากๆ แต่แค่มองไม่เห็นด้วยตา ถ้าวันใดสูดอากาศแล้วป่วยเลยเลือดออกทางจมูกกันตอนนั้นเลย น่าจะตื่นตัวรีบแก้ไขปัญหากันมากกว่านี้สงสัยต้องรอให้ถึงวันนั้นมั้ง พวกผู้หลักผู้ใหญ่ถึงจะยอมรับความจริงว่ามีปัญหาจริงๆ,"['คน', 'เรื่อง', 'ตัว', 'ตัว', 'ตอน', 'อากาศ', 'ปัญหา', 'ปัญหา', 'ป่วย', 'รอ', 'ตา', 'ตื่นตัว', 'บ้านเมือง', 'ภัย', 'สูด']",,9,-1
78,คุณหมอคะ นอกจากรัฐควรเร่งปลูกต้นไม้. รัฐบาลควรออกกฏหมายรักษาต้นไม้ที่มีอยู่อย่างเคร่งครัดด้วยค่ะ. เห็นตัดกันเป็นว่าเล่น ต้นใหญ่ๆทั้งนั้น 😪,"['หมอ', 'รัฐบาล', 'ต้น', 'ต้น', 'ต้น', 'ไม้', 'ไม้', 'ปลูก', 'ตัด', 'เล่น', 'เร่ง']",,1,1
79,ถูกใจมากค่ะ นโยบายที่ออกตอนนี้ แก้ได้ชั่วครั้งชั่วคราว จับต้องได้เหมือนอากาศ แต่นโยบายระยะยาวยังคงนิ่งๆอยู่ สิ่งที่สำคัญสำหรับเด็กที่สุดคือการให้หยุดเรียน อยู่แต่ในบ้านไปก่อนค่ะ,"['เด็ก', 'ตอน', 'เรียน', 'บ้าน', 'อากาศ', 'เหมือน', 'หยุด', 'แก้', 'นโยบาย', 'นโยบาย', 'นิ่ง', 'ชั่วคราว', 'สำหรับ']",,10,-1
80,โทษแต่คนอื่น ประเทศอื่น ไม่ดูตัวเองเลย คุณภาพชีวิตของประชาชนแย่มาก และคนที่เชื่อรัฐบาลก็มีเยอะมาก เพราะเขาไม่รู้ข้อมูลอื่น เห็นคนไม่ใส่หน้ากากเยอะมาก เพราะคิดว่ามองไม่เห็นก็ไม่เป็นไร แค่นี้เอง... คนใส่กลายเป็นกระแดะ ทำเกินกว่าเหตุ บลาๆ สุขภาพผลระยะยาว ใครจะแย่กว่ากัน?,"['คน', 'คน', 'คน', 'คน', 'ทำ', 'ตัว', 'รัฐบาล', 'หน้า', 'ใส่', 'ใส่', 'รู้', 'ดู', 'ประชาชน', 'กาก', 'ประเทศ']",,2,1
81,เห็นด้วยอย่างที่สุดค่ะคุณหมอ🤗🤗 อันนี้เรื่องนี่รัฐบาลควรแก้ไขเร่งด่วนค่ะ..สิ่งไหนทำได้ควรรีบทำเลยค่ะ ถ้ามัวแต่รอช้า ประชาชนในกทม.ป่วยด้วยโรคปอดกันแน่ค่ะ(ภัยเงียบ) ##ถ้าไม่แก้ไข นอกจากจะไม่มีคนมาเที่ยวแล้ว ปชช.เจ็บป่วยค่ะ##แก้ไข รีบทำในสิ่งที่ทำได้ ทำทันที ผู้บริหารประเทศ ผู้บริการกทม ปชช. มาตรการต่างต่างสามารถ ออกมาแล้วทำได้เลยไม่ใช่เหรอค่ะ###ไม่ทำ ไม่แก้ไข แล้วเดี้ยงกันแน่นะค่ะ^^,"['ทำ', 'ทำ', 'คน', 'ทำ', 'ทำ', 'ทำ', 'ทำ', 'ทำ', 'หมอ', 'เรื่อง', 'รัฐบาล', 'ประชาชน', 'ประเทศ', 'มาตรการ', 'รอ']",,5,1
82,มันคือฝุ่นที่มองไม่เห็น และมีผลระยะยาว เลยทำให้คนไม่ตื่นกลัว ส่วนรัฐก็บอกไม่มีอะไร สงสารเด็กที่ต้องไปรร.มากสุดเลยค่ะ,"['ทำ', 'คน', 'เด็ก', 'ฝุ่น', 'รัฐ', 'สงสาร', 'กลัว', 'ตื่น']",,4,1
83,ลองประกาศ no car day สักอาทิตย์ละวัน เผื่อจะดีขึ้น  มีช่วงนึง เหมือนจะเคยบาง  zone ที่รถห้ามเข้า ให้ใช้บริการรถสาธารณะเอา,"['รถ', 'รถ', 'ดี', 'เหมือน', 'สัก', 'ประกาศ', 'นึง', 'ลอง', 'สาธารณะ', 'อาทิตย์', 'ห้าม', 'บริการ']",,7,-1
84,ขนาดผักที่กินอยู่ก็ปนเปื้อนสารพิษรัฐบาลยังนิ่งเฉยไม่ยกเลิกกฎหมายนำเข้าสารเคมีผู้บริโภคก็ต้องป้องกันตัวเอง​ตอนนี้อากาศเป็นพิษรัฐบาลก็เฉยๆปล่อยให้ประชาชนเผชิญวิกฤติ​ไปมันนากลัวตรงที่ว่าถ้ามันเกิดขึ้นทุกปีล่ะ,"['รัฐบาล', 'ตัว', 'รัฐบาล', 'ตอน', 'อากาศ', 'ประชาชน', 'ปี', 'ขนาด', 'ป้องกัน', 'พิษ', 'พิษ', 'ปล่อย', 'นิ่ง', 'วิกฤติ', 'ล่ะ']",,8,-1
85,ภาคประชาชนช่วยทำอะไรกันบ้างป่ะ?  พวกที่ขับรถไปทำงานเคยมองหาทางอื่นไหม?  ทำงานที่บ้านได้ไหม?  ใช้รถไฟฟ้าแทนได้ไหมถ้าต้องเดินทาง ตั้งแต่เกิดสภาวะแบบนี้เคยปลูกต้นไม้สักต้นไหม?  สายไปนิดแต่ยังดีกว่าไม่ทำ ไปซื้อของเตรียมตัวไหมเอาถุงผ้าไป? จะกินจะอยู่คิดคำนึงถึงการช่วยลดปริมาณขยะบ้างไหม? คือทุกอย่างมันเกี่ยวกันหมดโยงมาที่สภาวะสภาพแวดล้อมหมดแหละ. อ่านๆดูส่วนใหญ่ถ้าไม่ตำหนิโทษคนนั้นต่อว่าหน่วยงานโน้นก็มาบอกมาเล่าประสบการณ์ของตัวเองว่าเจออะไรบ้าง จะดีกว่าไหมถ้าเริ่มความเปลี่ยนแปลงที่ตัวเอง ความห่วยมันเริ่มที่ไหนก็คิดดูเหอะ,"['ทำ', 'ทำ', 'ทำ', 'ทำ', 'คน', 'รถ', 'รถ', 'ตัว', 'ตัว', 'ตัว', 'ดี', 'ดี', 'บ้าน', 'งาน', 'งาน']",,5,1
86,น่าจะเรื่องยากสำหรับรัฐบาลค่ะ ขนาดต้นไม้ข้างถนน ทำรางรถไฟฟ้าที ตัดให้หมด แบบถอนรากถอนโคน ไปดูได้จากถนนแถวหน้ามหาวิทยาลัยเกษตรศาสตร์ รณรงค์น่ะหรอ ผู้ใหญ่บ้านเมืองอาจจะมองว่าเป็นเรื่องไกลตัวเค้ามาก ตอนนี้ต้องเป็นจิตสำนึกของทุกคนแล้ว ทุกวันนี้ข่าวก็ออก บรรดาท่านๆก็มาตอบว่าเป็นปกติ ไม่มีอะไรต้องวิตก บางทีก็งงนะ ปชช.ทุกคนเค้ารู้กันทั่ว แต่เหมือนท่านๆเอามือปิดตา ปิดหู ไม่เห็นสถานการณ์ประเทศว่าเป็นอย่างไร,"['คน', 'คน', 'รถ', 'เรื่อง', 'เรื่อง', 'รัฐบาล', 'ตัว', 'หน้า', 'ตอน', 'รู้', 'ดู', 'เหมือน', 'ต้น', 'ประเทศ', 'ไม้']",,9,-1
87,เห็นด้วยกับหมอ วันก่อนยังคำนวนว่าควรปรับวันเปิดเทอม ปิดเทอม ฝุ่นเข้มข้นสูง เด็กต้องหายใจเข้าอีกนาน ว่าที่กำลังสำคัญของชาติทั้งนั้นนะ สะสมฝุ่นแต่น้อย คิดดูส่งผลกระทบต่อร่างกายและจิตขนาดไหน,"['หมอ', 'เด็ก', 'ฝุ่น', 'ฝุ่น', 'ดู', 'หายใจ', 'ขนาด', 'ชาติ', 'กระทบ', 'เทอม', 'เทอม', 'สะสม', 'ร่างกาย', 'จิต']",,3,1
88,ใช่ทิ้งรถเมล์เก่าทั้งหมด ยังถูกกว่าที่เอาเงินไป.ซื้อเรือดำน้ำกะไมด์ทองคำเสียอีก (มันสมองคิดได้ไหม?),"['รถ', 'ซื้อ', 'ไหม', 'เมล์', 'น้ำ', 'ทิ้ง', 'เก่า', 'ดำ', 'เงิน', 'เรือ']",,7,-1
89,เห็นด้วยกะคุณหมอมากคะ และขอบคุณที่ช่วยเป็นกระบอกเสียงตอนนี้ทำแค่ให้ลูกไปสายคะ ไม่ต้องเข้าแถว และไม่ให้เรียนพละคะอ่านข่าวทุกปี เชียงใหม่มีฝุ่นมาน่าจะเกิน 10 ปีแล้วไหมคะ ไหนคะมาตรการ???ถ้าทำได้ คงปลูกป่าให้บ้านตัวเองไปแล้ว อยากมากคะ,"['ทำ', 'ทำ', 'หมอ', 'ฝุ่น', 'ตัว', 'ลูก', 'ตอน', 'เรียน', 'บ้าน', 'ปี', 'มาตรการ', 'แถว', 'ปลูก', 'ไหม', 'ข่าว']",,5,0
90,ขนาดที่เราพยายามดูแลตัวเองแล้ว  N95 ยังขาดตลาด  เดินไปถาม พนักงานบอกว่าได้แต่ภาวนา  แล้วจะทำยังไงดี  เด็กต้องใส่หน้ากากไปตลอด และนานแค่ไหน ราคาก็แพง ออกมาใช้ชีวิตนอกบ้านไม่ได้  มันเหมือนเป็นการแก้ปัญหาเฉพาะหน้าแต่ไม่ใช่ต้นเหตุของปัญหา ข้อมูลที่ได้รับรู้ จริงแค่ไหนก็ไม่รู้ ภาครัฐต้องช่วยจัดการ มาตรการควบคุมรถยนต์บนท้องถนน การก่อสร้าง  กลุ่มโรงงาน และทุกคนที่มีส่วนต่อการส่งผลต่อมลพิษ ควรจัดการอย่างจริงจังและเป็นรูปธรรมมากกว่านี้ค่ะ อยากรู้ว่าถ้าเราควบคุม แล้วค่ามลพิษมันจะลดลงมั้ย  ถึงขั้นวิกฤต ขนาดนี้ตายผ่อนส่งแน่นอน ผู้ใหญ่ยังไม่ไหว แล้วเด็กเล็กๆจะทำยังไง,"['ทำ', 'คน', 'ทำ', 'รถ', 'เด็ก', 'เด็ก', 'ตัว', 'ดี', 'หน้า', 'ใส่', 'บ้าน', 'รู้', 'รู้', 'รู้', 'งาน']",,6,1
91,ถ. ศาลาธรรมสพน์ ตอนไปอยู่ใหม่เมื่อ15ปีที่แล้ว  มีต้นไม่สองข้างทางบางช่วงเป็นอุโมงค์ต้นไม้เลย  แต่ตอนนี้ขยายถนน  ต้นไม้โดนขุดหมดต่อไปไม่มีอีกแล้ว  แถมช่วงนี้แถวนั้นมีเศษขึ้เถ้าที่เผาพืชเต็มไปหมดลอยมาจากไหนไม่รู้  แค่นี้ยังจัดการไม่ได้เลยแล้วจะจัดการภาพรวมได้ยังไง,"['ตอน', 'ตอน', 'รู้', 'ต้น', 'ต้น', 'ต้น', 'ปี', 'ไม้', 'ไม้', 'แถว', 'ถนน', 'เผา', 'เต็ม', 'แถม', 'โดน']",,1,1
92,ถ้าประชาสัมพันธ์ถึงผลที่จะเกิดกับสุขภาพร่างกายของประชาชนด้วยก็จะดีนะคะ คือฟังข่าวทุกเช้า เนื้อข่าวก็จะเหมือนๆกันคือ ผู้ใหญ่บอก ยังไม่ถึงขั้นวิกฤต ยังได้อยู่ แต่ถ้ามีผู้รู้ออกมาพูดบ้างว่า ผลที่ไม่ป้องกัน จะมีผลต่อ ปอด ต่อระบบทางเดินหายใจ ฯลฯ  เหมือนตอนที่ไช้หวัดใหญ่ 2009 ระบาดน่ะค่ะ อาจจะมีคนสำนึกได้บ้างนะคะ,"['คน', 'ดี', 'ตอน', 'รู้', 'เหมือน', 'เหมือน', 'ประชาชน', 'หายใจ', 'ข่าว', 'เช้า', 'ข่าว', 'สุขภาพ', 'ป้องกัน', 'เดิน', 'ฟัง']",,9,-1
93,เมื่อวานท่านโฆษกยังบอกว่าระดับPM2.5 ตอนนี้น้อย เพราะเรามานั่งพูดกลางแจ้งได้ และอย่าเชื่อแอพที่วิเคราะห์ค่าระดับฝุ่นละอองมาก ให้เชื่อรัฐบาล.... เอิ่มมม WTF,"['ฝุ่น', 'รัฐบาล', 'ตอน', 'กลาง', 'นั่ง', 'แจ้ง', 'ค่า', 'ท่าน', 'อย่า', 'วาน', 'ระดับ', 'ระดับ', 'ละออง', 'วิเคราะห์']",,0,-1
94,ก็กรุงเทพฯมันรวมศูนย์ซะทุกอย่างทุกเรื่อง มารวมกันอยู่ที่แห่งเดียว ปัญหาทุกอย่างย่อมตามมา ด้วยมีคนมารวมกัน แล้วจะไปแก้อะไรกันอีก นักวิชาเกินทั้งหลาย,"['คน', 'เรื่อง', 'ปัญหา', 'แก้', 'ศูนย์', 'วิชา']",,9,-1
95,ประเทศไทยมีแต่ต้นไม้เพิ่มขึ้นเรื่อย รถไฟฟ้าสายที่กำลังก่อสร้างต้นไม้หายหมดค่ะ แล้วสภาพอากาศจะดีขึ้นได้อย่างไร แค่ต้นไม้ยังหาวิธีการจัดการไม่ได้เลย ขอบคุณคุณหมอนะคะที่เป็นหนึ่งเสียงแทนเด็กๆ,"['หมอ', 'รถ', 'เด็ก', 'ดี', 'อากาศ', 'ต้น', 'ต้น', 'ต้น', 'ไม้', 'ไม้', 'ไม้', 'หา', 'ขอบคุณ', 'ไฟฟ้า', 'สภาพ']",,1,1
96,หวังไว้ว่าอนาคตเราคงไม่ต้องจ่ายเงินเพื่อซื้ออากาศบริสุทธิ์หายใจ ขอให้เป็นเพียงเรื่องในหนังและจินตนาการเท่านั้นเถอะ 🙏,"['เรื่อง', 'อากาศ', 'ซื้อ', 'หายใจ', 'หวัง', 'อนาคต', 'เงิน', 'จ่าย']",,0,-1
97,เมื่อวานไปสุพรรณบุรีมีการจุดไฟเผาอ้อยเยอะมาก ฝุ่นควันเต็มท้องฟ้า  เรื่องแบบนี้ทำไมยังไม่มีมาตรการใดออกมาบังคับห้ามอย่างเด็ดขาดเสียที แค่ผ่านไปครู่เดียวยังแย่ เด็กๆที่อาศัยอยู่ที่นั่นปอดจะมีสภาพเป็นอย่างไร หาคนใส่หน้ากากต้องกันก็ไม่มีเลย ทำร้ายตัวเองกันชัดๆ,"['คน', 'เด็ก', 'ฝุ่น', 'เรื่อง', 'ตัว', 'หน้า', 'ใส่', 'กาก', 'มาตรการ', 'แย่', 'หา', 'ควัน', 'เผา', 'เต็ม', 'สภาพ']",,2,1
98,ไปซัดพวก ตร. เปิดไฟเขียวไม่ถึง 45 วิ ทั่ว กทม. ได้ผลทันที ไม่เปลืองงบด้วย...เพราะไม่ว่ารถเก่าใหม่ ปล่อย PM 2.5 จากผ้าเบรคหมด ไฟแดงโง่ๆ ที รถ 10000 คัน ก็เหยียบเบรคต่ำๆ 10000 ที บางแยกเปิดเขียวอยู่ 6-20 วิ ประเทศพัฒนาช้า ปห. เดิมๆ มา 4-50ปี ตร. จราจลไม่ตั้งใจทำงาน,"['ทำ', 'รถ', 'รถ', 'งาน', 'ปี', 'กทม', 'คัน', 'เก่า', 'ปล่อย', 'เดิม', 'ไฟ', 'ไฟ', 'ต่ำ', 'ผ้า', 'เขียว']",,7,-1
99,เห็นด้วยกับบทความคุณหมอมากๆ ค่ะ แล้วค่าที่วัดได้ตามข่าว กับในแอป ทำไมมันต่ำกว่าแอปมาก รัฐไม่มีมาตรการชัดเจน เร่งด่วน ทันที,"['หมอ', 'รัฐ', 'มาตรการ', 'ข่าว', 'ค่า', 'ชัดเจน', 'ต่ำ', 'เร่งด่วน', 'บทความ', 'วัด']",,3,-1
100,เห็นด้วยอย่างยิ่งค่ะ ปัญหานี้มันไม่สามารถแก้ได้ทันทีก็จริง แต่มันก็มีสิ่งที่รัฐบาลสามารถทำได้ทันทีเพื่อช่วยประชาชน แต่ก็กลับยังอยู่เฉยๆไม่ทำอะไรไม่มีอะไรชัดเจนสักที สงสารเด็กๆมาก จะรอให้อนาคตของชาติเราจะมีแต่เด็กๆป่วย คนป่วยไปทั่วหรือยังไง ตอนนี้รพ.มีแต่คนป่วยไปหาหมอเต็มไปหมด ยิ่งแผนกกุมารเวชนะคะ เด็กป่วยมาหาหมอเต็มเลยค่ะ ไม่เห็นออกข่าวเลย,"['ทำ', 'ทำ', 'คน', 'คน', 'หมอ', 'หมอ', 'เด็ก', 'เด็ก', 'เด็ก', 'รัฐบาล', 'ตอน', 'ปัญหา', 'ประชาชน', 'แก้', 'สงสาร']",,4,1
101,มองไม่เห็นแต่มันมีอยู่ และทำให้ป่วยจริงมากฯค่ะคุณหมอ ลูกชาย2ขวบมีหอบหืดเป็นทุนเดิม ป่วยตา คออักเสบ ขี้ตาไหลไม่หยุด ไอ น้ำมูก ไข้ ส่วนคุณแม่ก็ป่วยเหมือนกันค่ะ..ตอนนี้เครียดเรื่องฝุ่นนี้มาก (,"['ทำ', 'หมอ', 'ฝุ่น', 'เรื่อง', 'ลูก', 'ตอน', 'หยุด', 'เหมือน', 'ป่วย', 'ป่วย', 'ตา', 'ไอ', 'แม่', 'เดิม', 'คอ']",,4,-1
102,ทุกวันนี้ต้นไม้ยังโดนหน่วยงานรัฐตัดจนเหี้ยนอยู่เลย บางที่ไม่มีสายไฟก็ตัด  แบบนี่แหละอากาศมันถึงแย่ไง แต่รัฐบาลไม่ยักกะออกมารณรงค์ให้คนปลูกต้นไม้นะ คงกลัวคนด่ามากกว่านี้มั้ง,"['คน', 'คน', 'รัฐบาล', 'งาน', 'อากาศ', 'ต้น', 'ต้น', 'ไม้', 'รัฐ', 'ไม้', 'ปลูก', 'แย่', 'กลัว', 'ตัด', 'ตัด']",,1,1
103,ควรหันไปใช้รถไฟฟ้าจะดีกว่าไหมช่วยลด pollution ได้มากกว่า สนับสนุนให้เปลี่ยนไปใช้ hybrid or electric โดยการให้ tax breaks แก่ผู้ใช้ น่าสนใจไหม ???,"['รถ', 'ดี', 'ลด', 'ไหม', 'ไหม', 'ไฟฟ้า', 'สนใจ', 'สนับสนุน', 'หัน']",,7,-1
104,ลูกก็หลอดลมอักเสบไม่หายซักที กินยามาจะอาทิตย์กว่าละ ให้หยุด รร.ก่อนหน้านี้ไป 5 วัน ก็ต้องกลับไปเรียน เพราะเดี๋ยวตามไม่ทัน เดือนหน้าสอบแล้ว ถ้ารัฐไม่ได้มีมาตรการอะไร เป็นชิ้นเป็นอัน ขอเสนอ1. รร. เอกชน ประกาศหยุด เด็กจะได้อยู่บ้าน ไม่ต้องเดินทาง รถที่ต้องจอดรอ รับ ส่ง ก็จะลดไปเยอะด้วย => อันนี้ ปสก ตรง ที่จอดรถไม่มีต้องวนรถรออีก วนไปเรื่อยๆเผาน้ำมันไป2. บริษัท ห้าง ร้าน เอกชน ให้พนักงานที่สามารถทำงานที่บ้านได้ ทำงานที่บ้าน จะได้ไม่ต้องออกมาสูดมลพิษ แถมยังช่วยลดรถบนถนนได้เยอะคิดออกแค่นี้ ใครมีไอเดียดีๆ เขียนมาหน่อยค่ะ#ข้างบนยำ้ว่าเอกชนเพราะคิดว่าทำได้เลยไม่ต้องรอรัฐสั่ง,"['ทำ', 'ทำ', 'ทำ', 'รถ', 'รถ', 'รถ', 'เด็ก', 'ลูก', 'หน้า', 'เรียน', 'บ้าน', 'บ้าน', 'บ้าน', 'งาน', 'งาน']",,4,1
105,ต้องปลูกต้นไม้ในใจคนครับ ผมลองอ่านในเวปเกี่ยวกับรถยนต์คนที่คิดจะซื้อรถยนต์คันต่อไปเพื่อลดมลพิษจริงจังมีน้อยมาก http//community.headlightmag.com/index.php?topic=69053.0… See more,"['คน', 'คน', 'รถ', 'รถ', 'ต้น', 'ไม้', 'ลด', 'ซื้อ', 'ปลูก', 'คัน', 'มลพิษ', 'ลอง', 'ยนต์', 'ยนต์', 'อ่าน']",,7,0
106,เผาหญ้า ข้างทางด้วยล่าสุด วงแหวนรอบนอก ยังไม่มีใครไปดับถ้าเป็นงี้ต่อไป คงตายกันหมดhttps//pbs.twimg.com/media/DxfiJaPVYAAhGvJ.jpg,"['เผา', 'ตาย', 'หญ้า', 'รอบ', 'ดับ']",,0,-1
107,ผู้ใหญ่ยังป่วย แสบจมูกคออักเสบ เหนื่อยหอบ แล้วเด็กจะรับไหวหรือเมื่อวานลูกชายอาเจียนตอนเช้า ก่อนเข้าโรงเรียน แม่ว่ามันเกี่ยวกับมลพิษ เพราะตั้งแต่ไปเรียนจนป.5เขาไม่เคยอาเจียนตอนเช้าหนักมากขนาดนี้ เขาเป็นโรคหอบหืดตั้งแต่เด็ก แต่เราระวังมาตลอด แต่ช่วงนี้อากาศมลพิษแย่มากๆ วันนี้แม่ต้องให้หยุดเรียนอยู่แต่ในบ้าน  ใจก็กลัวเรียนไม่ทันเพื่อนนะ  แต่เอาอนาคตสุขภาพลูกระยะยาวไปเสี่ยงแม่ว่าไม่คุ้มเลย,"['เด็ก', 'เด็ก', 'ลูก', 'ลูก', 'ตอน', 'ตอน', 'เรียน', 'เรียน', 'เรียน', 'เรียน', 'บ้าน', 'อากาศ', 'หยุด', 'โรง', 'ป่วย']",,10,1
108,เรื่องที่ว่าจะให้ป้ายทะเบียนคู่ วิ่งวันคู่ ทะเบียนคี่ วิ่งวันคี่ ใช้กับบ้านเรา ไม่ได้ หรอก เดี๋ยวก็มีป้ายทะเบียนปลอมเต็ม ถนนแน่ๆ ถ้าจะใช้ให้ได้ผล ต้องใช้ สีรถเป็นเกณฑ์ แทน เช่น วันจันทร์ รถสีไหน วิ่งได้ สีไหน ห้ามวิ่ง ใครฝ่าฝืน ก็เห็น ชัดเจน ไม่ต้องมานั่งจ้องทะเบียนรถ และไม่สามารถเปลี่ยนสีรถได้ทุกวัน แต่รถสาธารณะ วิ่งได้ทุกวันนะ แต่สภาพรถต้องได้มาตรฐานนะ ห้ามควันดำเด็ดขาด,"['รถ', 'รถ', 'รถ', 'รถ', 'รถ', 'รถ', 'เรื่อง', 'บ้าน', 'ถนน', 'นั่ง', 'ควัน', 'วิ่ง', 'วิ่ง', 'เต็ม', 'วิ่ง']",,7,-1
109,"ขอแชร์อีกมุมค่ะ ทางร.ร.ของลูกมีมาตรป้องกันฝุ่นให้กับนักเรียน แต่กลับเป็นผู้ปกครองเสียเองที่ช่วยกันก่อมลพิษบริเวณร.ร. ด้วยการติดเครื่องยนต์รถ(โดยเฉพาะรถดีเซล กลิ่นเหม็นมาก) ระหว่างรอรับลูก ทั้งๆที่บริเวณนั่นมีฝุ่นมากเหลือเกินเนื่องจากมีการทำถนนทั้งซอย แล้วคืออากาศก็ไม่ได้ร้อนจัด รถก็จอดอยู่ในที่ร่ม แต่คุณยังมาเพิ่มมลพิษทั้งๆที่ลูกตัวเองก็อยู่ในพท.นั้น อยากจะบอกว่า มีคนอีกหลายคนนักที่ ""ขาดจิตสำนึก"" เอาตัวเองสบายไว้ก่อน ไม่ได้นึกถึงผลที่เกิดจากการกระทำของตัวเองเลย ต่อให้ไม่ใช่ภาวะมลพิษหนัก ก็ไม่สมควรติดเครื่องอยู่แล้วนอกจากพึ่งพารัฐบาลไม่ได้แล้ว เราควรจะสำรวจพฤติกรรมตัวเองกันด้วยค่ะ ช่วยกันปรับเปลี่ยนเพื่อให้สิ่งแวดล้อมดีขึ้น ก่อนที่มนุษย์อย่างเราๆจะถูกธรรมชาติที่ทนการกระทำของมนุษย์ไม่ไหวลงโทษเอา","['ทำ', 'คน', 'คน', 'รถ', 'รถ', 'รถ', 'ฝุ่น', 'ฝุ่น', 'ตัว', 'ตัว', 'ตัว', 'รัฐบาล', 'ตัว', 'ดี', 'ลูก']",,9,-1
110,แต่เรามีปัญญาจัดข้าวเหนียวมะม่วงยักษ์เลี้ยงนักท่องเที่ยวนะคะ  เรามาถึงจุดนี้กันแล้ว,"['จุด', 'เลี้ยง', 'ท่องเที่ยว']",,0,-1
111,อยากให้คนในรัฐบาลมีวิสัยทัศน์แบบคนหมอจริงๆค่ะ คุณภาพชีวิตคนไทยต่ำลงทุกวัน😷🤧 สงสารเด็กน้อยค่ะ,"['คน', 'คน', 'คน', 'หมอ', 'เด็ก', 'รัฐบาล', 'สงสาร', 'ชีวิต', 'ไทย', 'คุณภาพ', 'ต่ำ', 'วิสัยทัศน์']",,9,1
112,เราควรจำกัดการสร้างศูนย์การค้าได้แล้วค่ะ เอาพื้นที่มาทำสวนสาธารณะเพิ่มเพื่อคนรุ่นหลัง,"['ทำ', 'คน', 'สร้าง', 'พื้นที่', 'สาธารณะ', 'สวน', 'รุ่น', 'ศูนย์']",,9,-1
113,ให้ลูกหยุดเองคือทางออกของมนุษย์แม่ค่ะ เศร้าาาา,"['ลูก', 'หยุด', 'แม่', 'มนุษย์']",,4,1
114,"เป็นรัฐบาลที่ไม่มีประสิทธิภาพในการบริหารจัดการ ทำเป็นแค ่""ขอความร่วมมือ""","['ทำ', 'รัฐบาล', 'ประสิทธิภาพ']",,8,0
115,AQI criteria ของกรมควบคุมมลพิษก็ไม่ได้ใช้เกณฑ์เดี๋ยวกันกับของ WHO ที่แบ่งละเอียดกว่าอีกด้วย,"['กรมควบคุมมลพิษ', 'เดี๋ยว', 'เกณฑ์', 'แบ่ง']",,0,-1
