,comment,tokenized_comment,label,predicted_label,marks
287,ทำไมรู้สึกว่าชาเย็นที่นี่จะออกเค็มๆหน่อย,"['รู้สึก', 'ชาเย็น', 'เค็ม']",,11,-1
288,นี่กาแฟหรือน้ำล้างตีน..,"['กาแฟ', 'น้ำ', 'ล้าง']",,0,-1
289,สั่งกาแฟแต่ได้น้ำแข็งไส,"['สั่ง', 'กาแฟ', 'น้ำ', 'แข็ง']",,2,-1
290,แพง กาแฟจืด,"['แพง', 'กาแฟ', 'จืด']",,0,-1
291,โลโก้,[],,11,-1
292,บริการดีเป็นหย่อมๆ 5555,"['บริการ', 'ดี']",,4,-1
293,ราคาเกินรสชาต,"['ราคา', 'รสชาต']",,5,-1
294,ราคาค่ะ แพงม้ากกก,"['ราคา', 'แพง']",,10,-1
295,กาแฟก็จืด,"['กาแฟ', 'จืด']",,0,-1
296,ราคาค่ะ หรือมีโปรโมชั่น,"['ราคา', 'โปรโมชั่น']",,5,-1
297,กาแฟแรงมาก,"['กาแฟ', 'แรง']",,0,-1
298,ไม่ค่อย ราคาแพง,"['ราคา', 'แพง']",,10,-1
299,ราคาแพงเกินไม่สมกับรสชาตที่ได้เป็นกาแฟโบราณ,"['ราคา', 'แพง', 'สม', 'รสชาต', 'กาแฟ', 'โบราณ']",,11,-1
300,กาแฟ ชงไม่อร่อย แพงไม่คุ้ม ได้น้อย,"['กาแฟ', 'ชง', 'อร่อย', 'แพง', 'คุ้ม']",,10,-1
301,น่าจะมีสาขาเปิด24ชม.,"['สาขา', 'ชม']",,11,-1
302,ปรับปรุงเน็ตก่อนจะดีมากกกกก,"['ปรับปรุง', 'เน็ต', 'ดี']",,8,-1
303,กระจอกมาก,[],,11,-1
304,เพิ่มสาขา,['สาขา'],,12,-1
305,ควรให้พนักงานทุกคนไปเรียนชงกาแฟก่อนค่ะ,"['พนักงาน', 'คน', 'เรียน', 'ชง', 'กาแฟ']",,11,-1
306,ไปซื้อเหมือนไปขอแดกฟรี โปรมีไว้ทำไม ไม่เคยได้ใช้เลย,"['ซื้อ', 'เหมือน', 'โปร']",,11,-1
307,คนขายไม่สวย,"['คน', 'ขาย', 'สวย']",,11,-1
308,กาแฟอร่อยค่ะแต่ก็แอบแพงนิสหนุง,"['กาแฟ', 'อร่อย', 'แพง']",,10,-1
309,เฉยๆ หากินยาก,"['หา', 'กิน']",,1,-1
310,ไม่อร่อยบอกตรงๆเสียดายเงิน,"['อร่อย', 'เสียดาย', 'เงิน']",,2,-1
311,ลดราคา,"['ลด', 'ราคา']",,5,-1
312,ราคาและรสชาดสวนทางกัน,"['ราคา', 'รสชาด']",,5,-1
313,ปรับปรุงเฟอร์นิเจอร์ครับ ไม่ค่อยภูมิใจเวลานั่งในร้าน,"['ปรับปรุง', 'เวลา', 'นั่ง', 'ร้าน']",,6,-1
314,จืดมาก,['จืด'],,7,-1
315,ราคาแพง,"['ราคา', 'แพง']",,10,-1
316,สาขาน้อย,[],,11,-1
317,กินได้ ถ้ามีบัตรแบล็คการ์ด,"['กิน', 'บัตร', 'แบล็คการ์ด']",,11,-1
318,เปลี่ยนชื่อเมนู จากชานมเย็น เป็น ชาไทย,"['ชื่อ', 'เมนู', 'ชาไทย']",,11,-1
319,ไม่อร่อยค่ะ,['อร่อย'],,3,-1
320,ไม่อร่อยเลย,['อร่อย'],,3,-1
321,ไม่อร่อย,['อร่อย'],,3,-1
322,ไม่อร่อย ไปนั่งเล่นมากกว่า ราคาแพงไปถ้าเทียบกับคุณภาพ,"['อร่อย', 'นั่ง', 'เล่น', 'ราคา', 'แพง', 'เทียบ', 'คุณภาพ']",,11,-1
323,ถ้าไม่มี True point. ช่วยไม่ได้กินหรอก แพงๆๆๆ,"['กิน', 'หรอก', 'แพง']",,10,-1
324,รสชาติกาแฟมันปะแล่มๆอ่ะ,"['รสชาติ', 'กา', 'แฟ', 'อ่ะ']",,7,-1
325,รสชาติเหมือนกินน้ำเปล่าแต่มีกลิ่นชาเขียวหรือกาแฟอะ ถถถถ,"['รสชาติ', 'เหมือน', 'กิน', 'น้ำ', 'เปล่า', 'กลิ่น', 'ชา', 'เขียว', 'กาแฟ', 'อะ']",,2,-1
326,กาแฟเหมือนกินน้ำเปล่ากลิ่นกาแฟค่ะ,"['กาแฟ', 'เหมือน', 'กิน', 'น้ำ', 'เปล่า', 'กลิ่น', 'กาแฟ']",,0,-1
327,อร่อยตลอดไม่เคยผิดหวัง,"['อร่อย', 'หวัง']",,3,-1
328,คนเยอะจัง,['คน'],,11,-1
329,ราคมกับรสชาติเหมาะสมอยู่,['รสชาติ'],,7,-1
330,ชงไม่ค่อยอร่อย ไม่เข้มข้นไม่คุ้มราคา,"['ชง', 'อร่อย', 'เข้มข้น', 'คุ้ม', 'ราคา']",,11,-1
331,+1,[],,11,-1
332,รสชาติ,['รสชาติ'],,7,-1
333,แพงไป ไม่สมกับรสชาติ,"['แพง', 'สม', 'รสชาติ']",,10,-1
334,แพง,['แพง'],,9,-1
335,ราคา,['ราคา'],,5,-1
336,แพง,['แพง'],,9,-1
337,ชอบ,['ชอบ'],,2,-1
338,ราคา,['ราคา'],,5,-1
339,กาแฟมึงกากมากกกกกกกกกกกกกกกกกก,"['กาแฟ', 'กาก']",,0,-1
340,แพง,['แพง'],,9,-1
341,ราคา,['ราคา'],,5,-1
342,ไม่อร่อย,['อร่อย'],,3,-1
343,รสชาติห่วยทุกน้ำเลย ใช้แต้มทรูแลกเพิ่มตังยังผิดหวัง,"['รสชาติ', 'ห่วย', 'น้ำ', 'แต้ม', 'หวัง']",,2,-1
344,รสชาติ ใช้ได้หลายเมนูอร่อยเลยเหละ🤗🤗🤗,"['รสชาติ', 'เมนู', 'อร่อย']",,7,-1
345,หมาไม่ดืมว่ะ !,['ดืม'],,11,-1
346,ร้านนี้ซื้อน้ำแข็งแถมกาแฟ,"['ร้าน', 'ซื้อ', 'น้ำ', 'แข็ง', 'แถม', 'กาแฟ']",,2,-1
347,สัญญาณอินเตอร์เน็ตครับ,"['สัญญาณ', 'อินเตอร์เน็ต']",,11,-1
348,แพงเว่อกับรสชาด,"['แพง', 'รสชาด']",,10,-1
349,กินเพราะมีส่วนลด,"['กิน', 'ลด']",,1,-1
