comment,tokenized_comment,predicted_label,marks
อันนี้ที่บ้านเราคุยกันว่า ไม่เห็นมีใครทำอะไร รวมถึงยังไม่เห็นมีนโยบายอะไร สรุปว่าที่ยังไม่มีใครทำอะไรเพราะยังไม่รู้ว่าฝ่ายไหนจะได้ผลประโยชน์ และถ้าทำแล้วใครจะได้หน้า ก็เลยนิ่งๆกันหมดค่ะ แค่นี้ก็เห็นแล้วว่า เราต้องช่วยเหลือตัวเองกันต่อไปยาวๆ😂ทางนี้เด็กน้อยไอ นอนกรน ตาคล้ำ บอกให้ใส่หน้ากาก ใส่ได้ไม่ถึง2นาที😭 สงสารลูก สงสารเด็ก😢,"['บ้าน', 'คุย', 'ทำ', 'นโยบาย', 'สรุป', 'ทำ', 'รู้', 'ทำ', 'หน้า', 'นิ่ง', 'ช่วยเหลือ', 'ตัว', 'เด็ก', 'ไอ', 'ใส่', 'หน้ากาก', 'ใส่', 'นาที', 'สงสาร', 'ลูก', 'สงสาร', 'เด็ก']",1,1
รอรัฐบาลอาจช้า ประชาชนถ้าร่วมใจลดการขับขี่รถยนต์ ทำให้รัฐบาลเห็น ความเอาจริงเอาจังเพื่อแก้ไขน่าจะเกิดขึ้น,"['รอ', 'รัฐบาล', 'ประชาชน', 'ลด', 'รถ', 'ยนต์', 'ทำ', 'รัฐบาล', 'เอาจริงเอาจัง']",1,1
"หมอคะ ก็ผู้ใหญ่ยังบอกว่า""ไม่วิกฤติ""อยู่เลยอ่ะค่ะอย่างแรก ให้ใครเข้าไปให้ความรู้กับเค้าหน่อยดีมั้ยคะ ว่ามันมีผลยังไง ทำไมถึงซีเรียส นี่สงสัยมากว่า เค้าไม่รู้จริงๆเหรอ?","['หมอ', 'วิกฤติ', 'อ่ะ', 'รู้', 'เค้า', 'ดี', 'สงสัย', 'เค้า', 'รู้', 'เหรอ']",3,1
ทิ้งรถไว้ที่บ้านแล้สนั่งรถเมล์ทำงานทั้งอาทิตย์ บอกเลยว่าสุขภาพย่ำแย่มาก วันแรกๆ ก็รู้สึกเนือยๆ วันต่อมา เริ่มมีอาการระคายคอ จนเจ็บคอ ไอ หายใจไม่ออก ระคายเคืองตามาก สรุปว่า ยอมแพ้เลยค่ะ อากาศเป็นพิษสุดๆ อาทิตย์เดียวเห็นผล,"['ทิ้ง', 'รถ', 'บ้าน', 'รถ', 'เมล์', 'ทำ', 'งาน', 'อาทิตย์', 'สุขภาพ', 'แย่', 'รู้สึก', 'อาการ', 'คอ', 'คอ', 'ไอ', 'หายใจ', 'ระคายเคือง', 'ตา', 'สรุป', 'แพ้', 'อากาศ', 'พิษ', 'อาทิตย์']",2,1
สงสารเด็กโรงเรียนรัฐบาลมาก มีแต่ฝุ่นทั้งในและนอกห้องเรียน #รัฐบาลภายใต้การดูแลของท่านประยุทธทำได้เท่านี้จริงหรือ ฟังความคิดเห็นของท่านนายก ท่านบอกว่าประชาชนต้องช่วยเหลือตัวเองกันด้วย รัฐบาลแก้ปัญหาไม่ได้ทุกเรื่อง ฟังแล้วหมดกำลังใจ จะว่าไปทุกข้อที่คุณหมอชี้แจงการแก้ไข ท่านนายกสั่งการได้ทันที  ทุกวันนี้เหมือนชีวิตตายผ่อนส่ง ฝุ่นหนาตาทุกวัน,"['สงสาร', 'เด็ก', 'โรง', 'เรียน', 'รัฐบาล', 'ฝุ่น', 'ห้อง', 'เรียน', 'รัฐบาล', 'ดูแล', 'ทำ', 'ฟัง', 'คิดเห็น', 'ท่าน', 'นายก', 'ท่าน', 'ประชาชน', 'ช่วยเหลือ', 'ตัว', 'รัฐบาล', 'แก้', 'ปัญหา', 'เรื่อง', 'ฟัง', 'กำลังใจ', 'หมอ', 'ท่าน', 'นายก', 'สั่งการ', 'เหมือน', 'ชีวิต', 'ตาย', 'ผ่อน', 'ฝุ่น']",5,1
น่าเศร้าบ้านเราตัดต้นไม้ง่ายกว่าการปลูก เร่งสร้างจิตสำนึกให้ผู้มีอำนาจอย่ามัวแต่พูดให้เร่งแก้ไขแบบถาวรไม่ใช่ลูบหน้าปะจมูก,"['บ้าน', 'ตัด', 'ต้น', 'ไม้', 'ปลูก', 'เร่ง', 'สร้าง', 'จิตสำนึก', 'อำนาจ', 'อย่า', 'มัว', 'เร่ง']",4,1
เสนอเพิ่มว่าควรปิดเทอมหน้าฝน เพราะทั้งเด็กทั้งผู้ใหญ่เดินทางกันลำบากมาก เด็กก็ป่วยง่ายในช่วงนั้นค่ะ รัฐบาลควรคิดแก้ไขเพื่อเด็กๆบ้างก็ดี ถึงจะแก้อะไรไม่ค่อยได้เรื่อง,"['เสนอ', 'เทอม', 'หน้า', 'ฝน', 'เด็ก', 'เดินทาง', 'ลำบาก', 'เด็ก', 'ป่วย', 'รัฐบาล', 'เด็ก', 'แก้', 'เรื่อง']",5,1
ให้ลูกหยุดเรียนเหมือนกันค่ะ ทางรร.ไม่มีมาตรการอะไรที่ชัดเจนบวกกับเป็นรร.เด็กเล็กแบบเปิดด้วย กลัวฝุ่นมากๆค่ะ อาทิตย์ที่แล้วหยุดจ.อ.พ. อาทิตย์นี้หยุดมาตั้งแต่จ.จนถึงวันนี้วันอ.ค่ะ เด็กอนุบาลเองอ่ะเนอะอยากหยุดเมื่อไหร่ก็ได้ แต่สงสารเด็กประถมหรือเด็กคนอื่นๆที่พ่อแม่ต้องไปทำงานทั้งคู่ค่ะ หยุดแล้วใครจะดู ถ้ามีมาตรการอะไรออกมาประกาศรับทราบโดยทั่วกันก็จะทำให้คนทั่วไปปฏิบัติตนหาทางออกได้ง่ายขึ้นค่ะ,"['ลูก', 'หยุด', 'เรียน', 'เหมือน', 'รร', 'มาตรการ', 'ชัดเจน', 'บวก', 'กลัว', 'ฝุ่น', 'อาทิตย์', 'หยุด', 'อาทิตย์', 'หยุด', 'เด็ก', 'อนุบาล', 'อ่ะ', 'หยุด', 'ไหร่', 'สงสาร', 'เด็ก', 'ประถม', 'เด็ก', 'คน', 'พ่อแม่', 'ทำ', 'งาน', 'คู่', 'หยุด', 'ดู', 'มาตรการ', 'ประกาศ', 'ทำ', 'คน', 'หา']",1,1
ต้นไม้ในกรุงมีที่สวนหย่อม-หย่อมเดียวจริงที่แย่-ไม่ห้าม-ร-ร-ยังมีกิจกรรมนอกห้องเหมือนเดิมตากแดดสูดฝุ่นไม่ค่อยมีใครใส่หน้ากากเด็กไม่ชินไม่สดวกทํากิจกรรม,"['ต้น', 'ไม้', 'สวน', 'แย่', 'กิจกรรม', 'ห้อง', 'เหมือน', 'เดิม', 'สูด', 'ฝุ่น', 'ใส่', 'หน้ากาก', 'เด็ก', 'กิจกรรม']",4,1
อยากให้ประกาศหยุดงานช่วงที่ฝุ่นเยอะมากๆ ด้วยค่ะ ถึงเด็กได้หยุดแต่ถ้าพ่อแม่ยังต้องทำงาน พ่อแม่ส่วนนึงก็ต้องเอาลูกกระเตงไปทำงานด้วย ส่วนที่มีคนช่วยเลี้ยงที่บ้าน ก็หนีฝุ่นไปต่างจังหวัดไม่ได้เพราะยังต้องทำงานอยู่,"['ประกาศ', 'หยุด', 'งาน', 'ฝุ่น', 'เด็ก', 'หยุด', 'พ่อแม่', 'ทำ', 'งาน', 'พ่อแม่', 'นึง', 'ลูก', 'ทำ', 'งาน', 'คน', 'เลี้ยง', 'บ้าน', 'หนี', 'ฝุ่น', 'จังหวัด', 'ทำ', 'งาน']",1,1
ขออนุญาตค่ะด่วน!!!!!!!!!!!!!!!!!!!!หน้ากาก N95ป้องกันฝุ่นชนิด PM2.5 micronชนิดมีวาล์ป ทำให้หายใจไม่ลำบากมาก ร่วมกับมีคาร์บอนเคลือบ ช่วยในการกรองมากขึ้นราคาชิ้นละ 40 บาทค่าส่ง  ลงทะเบียน 30 บาท            EMS           50 บาท            รพ. รามา    ฟรี            หน้า รร สตรีนนท์ ฟรีหมดล็อตนี้หมดเลยสนใจ ib มาเลยค่ะ ของมาถึงวันจันทร์,"['อนุญาต', 'หน้า', 'กาก', 'ป้องกัน', 'ฝุ่น', 'ชนิด', 'ชนิด', 'ทำ', 'หายใจ', 'ลำบาก', 'กรอง', 'ราคา', 'บาท', 'ค่า', 'ทะเบียน', 'บาท', 'บาท', 'หน้า', 'สนใจ', 'จันทร์']",0,-1
ผลวิเคราะห์ล่าสุด 2.5pm มาจากรถดีเซลถึง50%ดังนั้นควรสั่งรถดีเซลบ้านหยุดวิ่งทุกคันไหม บังคับมาใช้รถสาธารณะ ส่วนรถขนส่ง โดยสารก็ตรวจสอบงดเฉพาะคันสภาพไม่สมบูรณ์,"['วิเคราะห์', 'รถ', 'ดีเซล', 'สั่ง', 'รถ', 'ดีเซล', 'บ้าน', 'หยุด', 'วิ่ง', 'คัน', 'ไหม', 'บังคับ', 'รถ', 'สาธารณะ', 'รถ', 'ขนส่ง', 'สาร', 'งด', 'คัน', 'สภาพ']",2,1
เห็นด้วยที่สุดค่ะคุณหมอ รัฐบาลและผู้ที่มีอำนาจในการจัดการเรื่องนี้ดูใจเย็นมากๆเลยค่ะ สงสารเด็กๆค่ะ ในฐานะคุณแม่คนนึงลูกเล็กก็ไม่ยอมใส่หน้ากากนานๆ แล้วเด็กจะอยู่ในสภาพแบบนี้ได้อย่างไร เศร้าใจมากๆค่ะ,"['หมอ', 'รัฐบาล', 'อำนาจ', 'เรื่อง', 'สงสาร', 'เด็ก', 'ฐานะ', 'แม่', 'คน', 'นึง', 'ใส่', 'หน้า', 'กาก', 'เด็ก', 'สภาพ', 'เศร้าใจ']",5,1
จริงที่สุดค่ะคุณหมอ คงต้องดูแลตัวเอง ภาครัฐไม่ทำอะไรเชิงรุกเลย เราอยู่จันทบุรี ช่วงนี้มีอาการเคืองตา แสบจมูก ลูกๆ ก็ภูมิแพ้ขึ้นตา คนเล็กป่วย มีน้ำมูก ตาแดง แสบจมูก ลองลง app ดูค่า มีบางช่วงค่าขึ้นสีส้ม และเหลือง ใน app ก็ขึ้นว่า ควรงดกิจกรรมภายนอกบ้าน  ซึ่งแถวบ้านยังคงมีการเผาหญ้าใบไม้กันอยู่เป็นประจำ บางคนคงคิดว่าไกลตัว มันไม่ต่างกับสูบบุหรี่เลย...ตายผ่อนส่ง  ตอนนี้ทำได้แค่ดูแลตัวเองในระยะสั้น ถ้าไม่มีการแก้ไขที่จริงจังเกิดขึ้น มีแต่สถานการณ์จะแย่ลง 😓,"['หมอ', 'ดูแล', 'ตัว', 'รัฐ', 'ทำ', 'อาการ', 'ตา', 'แสบ', 'จมูก', 'ลูก', 'ภูมิแพ้', 'ตา', 'คน', 'ป่วย', 'น้ำ', 'มูก', 'แสบ', 'จมูก', 'ลอง', 'ดู', 'ค่า', 'ค่า', 'สี', 'เหลือง', 'งด', 'กิจกรรม', 'บ้าน', 'แถว', 'บ้าน', 'เผา', 'หญ้า', 'ใบ', 'ไม้', 'ประจำ', 'คน', 'ตัว', 'ตาย', 'ผ่อน', 'ตอน', 'ทำ', 'ดูแล', 'ตัว', 'สถานการณ์', 'แย่']",1,1
ข้อเสนอคุณหมอดีมากๆค่ะ เห็นด้วยทุกข้อและ implement ได้ไม่ยาก หวังว่าจะได้ยินไปถึงผู้หลักผู้ใหญ่ในบ้านเมืองบ้าง,"['ข้อ', 'เสนอ', 'ข้อ', 'หวัง', 'ผู้หลักผู้ใหญ่', 'บ้านเมือง']",0,-1
....คนเราชอบพูดกันมาก....เรื่องต่างๆๆ มีแต่ทฤษฎี ไม่พบเจอการปฎิบัติอย่างจริงๆๆจังๆ...ล้วนเอาแต่พูดทางวิชาการและวิจารณ์.....ล้วนลอกเลียนแบบมาพูดกันทั้งนั้น ฝากฝ่ายรัฐบาล มีแต่นักวิชาการพูดๆๆๆและก็พูด...เรื่องมลภาวะ พูดกันมา กว่า 20 ปีไปแล้ว....จะนักการเมืองปัจจุบันก็ทราบรู้ดี กลุ่มทุนก็รู้ดี องค์กรณ์อิสระก็รู้ดี....และเอาแต่การรณรงค์เรื่องหน้ากาก หรือระบบระบายอากาศต่างๆๆ เรื่อง มลภาวะต่างๆๆ และการผลิตใช้วัสดุสิ่งของต่างๆๆ....ได้พูดทางวิชาการกันเต็มบ้านรู้กันทั่วว่ามันเกิดเพราะอะไร? อย่างไร?.....แต่วันนี้ก็ยังมีเกิดขึ้นมาเหมือนเมื่อ 20 ปีก่อนนั้นทุกอย่างเลย.......คนไทยหลงลืมกันง่ายจังครับ????,"['คน', 'ชอบ', 'เรื่อง', 'เจอ', 'ฝาก', 'รัฐบาล', 'เรื่อง', 'มลภาวะ', 'ปี', 'เมือง', 'ทราบ', 'รู้', 'ดี', 'ทุน', 'รู้', 'ดี', 'รู้', 'ดี', 'รณรงค์', 'เรื่อง', 'หน้ากาก', 'ระบบ', 'ระบาย', 'อากาศ', 'เรื่อง', 'มลภาวะ', 'ผลิต', 'เต็ม', 'เหมือน', 'ปี', 'คน', 'ไทย']",6,1
เมื่อวานก็ให้ลูกหยุดเรียนค่ะ เพราะเห็นออกข่าวว่าฝุ่นมีความหนาแน่นมาก รร ไม่หยุดก็หยุดเองเลย เป็นห่วงลูกวันนี้ให้ไป รร ที่ รร ก็ยังให้เด็กๆ ออกมาทำกิจกรรมนอกห้อง เด็กมีแค่ 10-20% ที่ใส่หน้ากาก และก็ส่วนใหญ่ก็ไม่ได้กัน PM2.5 ได้ด้วย เป็นห่วงลูก และเด็กๆมาก แต่ก็ไม่รู้จะต้องทำยังไง ถ้าเป็นแบบนี้ต่อไปแย่แน่ๆค่ะ,"['วาน', 'ลูก', 'หยุด', 'เรียน', 'ข่าว', 'ฝุ่น', 'รร', 'หยุด', 'หยุด', 'เป็นห่วง', 'ลูก', 'รร', 'รร', 'เด็ก', 'ทำ', 'กิจกรรม', 'ห้อง', 'เด็ก', 'ใส่', 'หน้ากาก', 'เป็นห่วง', 'ลูก', 'เด็ก', 'รู้', 'ทำ', 'แย่', 'แน่']",1,1
ก่อนอื่นต้องขอขอบคุณครับทีาช่วยแสดงความคิดเห็นกันผู้นำประเทศต้องใช้ความเป็นผู้นำสั่งทำอย่างรวดเร็วไม้ใช่ว่าต้องให้โวยวายแล้วจึงทำข้อเสนอแนะที้ทำได้ทันทีคือให้กทม.ปลูกต้นไม้เพิ่มและที่มีอยู่แล้วก็ดูแลให้ดี  กระทรวงเกษตรทำการเพาะกล้าไม้แจกให้กระทรวงศึกษาสั่งให้โรงเรียนสังกัด สพฐ ใน กทม.ปลูกโรงเรียนละสามสิบต้นก็เพิ่มปริมาณต้นไม้เป็นหมิ่นต้นแล้วครับยังมีโรงเรียนที่สังกัด กทม.อีกช่วยๆกันครับต้องทำทุกกระทรวงและวางแผนเป็นวาระแห่งชาติในการแก้ปัญหาระยะยาวเพื่อลูกหลานของคนไทยครับ,"['ขอบคุณ', 'คิดเห็น', 'ประเทศ', 'สั่ง', 'ทำ', 'ไม้', 'ทำ', 'ข้อ', 'ทำ', 'ต้น', 'ไม้', 'อยู่แล้ว', 'ดูแล', 'ดี', 'ทำ', 'ไม้', 'แจก', 'สั่ง', 'โรง', 'เรียน', 'โรง', 'เรียน', 'ต้น', 'ปริมาณ', 'ต้น', 'ไม้', 'ต้น', 'โรง', 'เรียน', 'กทม', 'ทำ', 'ชาติ', 'แก้', 'ปัญหา', 'ลูกหลาน', 'คน', 'ไทย']",1,1
รัฐบาลนะเหรอเก่งแต่เรื่องถ่ายรูปกับละครไหนดัง เรื่องเป็นเรื่องทำไม่ป็นหรอก อยู่ให้รู้ว่าแน่แต่ทำให้อะไรไม่เป็น เซ็งจะรู้ไหมว่าคนเบื่อจะแย่ ไม่เคยดีใจในการเลือกตั้งเท่าครั้งนี้,"['รัฐบาล', 'เหรอ', 'เรื่อง', 'เรื่อง', 'เรื่อง', 'ทำ', 'หรอก', 'รู้', 'แน่', 'ทำ', 'รู้', 'ไหม', 'คน', 'แย่', 'เลือกตั้ง']",1,1
ตึกห้างร้าน สถาปัตทั้งหลายคอนโด สร้างกันเข้าไป แออัดจนไม่มีอากาศจะหายใจกันแล้ว  ละฟ้าไปหมดแล้วจะให้อากาศเสียมันละบายออกทางไหนครับ  อากาศดีมันจะมีได้ยังไง  เช้า กลาง วันเย็น  รถติดมหาสาน ปล่อยของเสีย ออกมาจำนวนเท่าไหร่ แล้วของเสียเหล่านี้มันจะออกไปได้ไงตึกรามบ้านชองมันบังไปหมอ  ออกก็ออกช้า  เรื่องฝุนควันมันเป็นมานานมากแล้วครับ เพียงแต่ไม่มีใครออกมาพูเอาจริงเอาจัง  แต่ตอนนี้มันเป็นกระแส ออกประโครมข่าวกันเป็นจริงเป็นจัง มันเลยตื่นตัวกันไงครับ  ผักชีโลยหน้ากันทั้งนั้น,"['ตึก', 'สร้าง', 'อากาศ', 'หายใจ', 'ฟ้า', 'อากาศ', 'อากาศ', 'ดี', 'เช้า', 'กลาง', 'เย็น', 'รถ', 'ติด', 'ปล่อย', 'จำนวน', 'ไหร่', 'หมอ', 'เรื่อง', 'เอาจริงเอาจัง', 'ตอน', 'กระแส', 'ข่าว', 'ตื่นตัว', 'หน้า']",0,-1
หลายๆคนรวมทั้งผู้ใหญ่บ้านเมืองนี้ยังไม่เห็นความสำคัญเพราะมองเป็นเรื่องไกลตัว ทั้งๆที่ภัยมันใกล้ตัวมากๆ แต่แค่มองไม่เห็นด้วยตา ถ้าวันใดสูดอากาศแล้วป่วยเลยเลือดออกทางจมูกกันตอนนั้นเลย น่าจะตื่นตัวรีบแก้ไขปัญหากันมากกว่านี้สงสัยต้องรอให้ถึงวันนั้นมั้ง พวกผู้หลักผู้ใหญ่ถึงจะยอมรับความจริงว่ามีปัญหาจริงๆ,"['คน', 'บ้านเมือง', 'เรื่อง', 'ตัว', 'ทั้งๆที่', 'ภัย', 'ตัว', 'ตา', 'ใด', 'สูด', 'อากาศ', 'ป่วย', 'จมูก', 'ตอน', 'ตื่นตัว', 'รีบ', 'ปัญหา', 'สงสัย', 'รอ', 'มั้ง', 'ผู้หลักผู้ใหญ่', 'ปัญหา']",0,-1
คุณหมอคะ นอกจากรัฐควรเร่งปลูกต้นไม้. รัฐบาลควรออกกฏหมายรักษาต้นไม้ที่มีอยู่อย่างเคร่งครัดด้วยค่ะ. เห็นตัดกันเป็นว่าเล่น ต้นใหญ่ๆทั้งนั้น 😪,"['หมอ', 'เร่ง', 'ปลูก', 'ต้น', 'ไม้', 'รัฐบาล', 'ต้น', 'ไม้', 'ตัด', 'เล่น', 'ต้น']",4,1
ถูกใจมากค่ะ นโยบายที่ออกตอนนี้ แก้ได้ชั่วครั้งชั่วคราว จับต้องได้เหมือนอากาศ แต่นโยบายระยะยาวยังคงนิ่งๆอยู่ สิ่งที่สำคัญสำหรับเด็กที่สุดคือการให้หยุดเรียน อยู่แต่ในบ้านไปก่อนค่ะ,"['นโยบาย', 'ตอน', 'แก้', 'ชั่วคราว', 'เหมือน', 'อากาศ', 'นโยบาย', 'นิ่ง', 'สำหรับ', 'เด็ก', 'หยุด', 'เรียน', 'บ้าน']",5,1
โทษแต่คนอื่น ประเทศอื่น ไม่ดูตัวเองเลย คุณภาพชีวิตของประชาชนแย่มาก และคนที่เชื่อรัฐบาลก็มีเยอะมาก เพราะเขาไม่รู้ข้อมูลอื่น เห็นคนไม่ใส่หน้ากากเยอะมาก เพราะคิดว่ามองไม่เห็นก็ไม่เป็นไร แค่นี้เอง... คนใส่กลายเป็นกระแดะ ทำเกินกว่าเหตุ บลาๆ สุขภาพผลระยะยาว ใครจะแย่กว่ากัน?,"['โทษ', 'คน', 'ประเทศ', 'ดู', 'ตัว', 'คุณภาพ', 'ชีวิต', 'ประชาชน', 'แย่', 'คน', 'รัฐบาล', 'รู้', 'ข้อมูล', 'คน', 'ใส่', 'หน้า', 'กาก', 'คน', 'ใส่', 'กลาย', 'ทำ', 'สุขภาพ', 'แย่']",1,1
เห็นด้วยอย่างที่สุดค่ะคุณหมอ🤗🤗 อันนี้เรื่องนี่รัฐบาลควรแก้ไขเร่งด่วนค่ะ..สิ่งไหนทำได้ควรรีบทำเลยค่ะ ถ้ามัวแต่รอช้า ประชาชนในกทม.ป่วยด้วยโรคปอดกันแน่ค่ะ(ภัยเงียบ) ##ถ้าไม่แก้ไข นอกจากจะไม่มีคนมาเที่ยวแล้ว ปชช.เจ็บป่วยค่ะ##แก้ไข รีบทำในสิ่งที่ทำได้ ทำทันที ผู้บริหารประเทศ ผู้บริการกทม ปชช. มาตรการต่างต่างสามารถ ออกมาแล้วทำได้เลยไม่ใช่เหรอค่ะ###ไม่ทำ ไม่แก้ไข แล้วเดี้ยงกันแน่นะค่ะ^^,"['หมอ', 'เรื่อง', 'รัฐบาล', 'เร่งด่วน', 'ทำ', 'รีบ', 'ทำ', 'มัว', 'รอ', 'ประชาชน', 'โรค', 'ปอด', 'แน่', 'ภัย', 'เงียบ', 'คน', 'เที่ยว', 'รีบ', 'ทำ', 'ทำ', 'ทำ', 'บริหาร', 'ประเทศ', 'บริการ', 'ปชช', 'มาตรการ', 'ทำ', 'เหรอ', 'ทำ', 'แน่']",1,1
มันคือฝุ่นที่มองไม่เห็น และมีผลระยะยาว เลยทำให้คนไม่ตื่นกลัว ส่วนรัฐก็บอกไม่มีอะไร สงสารเด็กที่ต้องไปรร.มากสุดเลยค่ะ,"['ฝุ่น', 'ทำ', 'คน', 'ตื่น', 'กลัว', 'รัฐ', 'สงสาร', 'เด็ก']",1,1
ลองประกาศ no car day สักอาทิตย์ละวัน เผื่อจะดีขึ้น  มีช่วงนึง เหมือนจะเคยบาง  zone ที่รถห้ามเข้า ให้ใช้บริการรถสาธารณะเอา,"['ลอง', 'ประกาศ', 'สัก', 'อาทิตย์', 'ดี', 'นึง', 'เหมือน', 'รถ', 'ห้าม', 'บริการ', 'รถ', 'สาธารณะ']",2,1
ขนาดผักที่กินอยู่ก็ปนเปื้อนสารพิษรัฐบาลยังนิ่งเฉยไม่ยกเลิกกฎหมายนำเข้าสารเคมีผู้บริโภคก็ต้องป้องกันตัวเอง​ตอนนี้อากาศเป็นพิษรัฐบาลก็เฉยๆปล่อยให้ประชาชนเผชิญวิกฤติ​ไปมันนากลัวตรงที่ว่าถ้ามันเกิดขึ้นทุกปีล่ะ,"['ขนาด', 'สาร', 'พิษ', 'รัฐบาล', 'นิ่ง', 'กฎหมาย', 'สาร', 'ป้องกัน', 'ตัว', 'ตอน', 'อากาศ', 'พิษ', 'รัฐบาล', 'ปล่อย', 'ประชาชน', 'วิกฤติ', 'ปี', 'ล่ะ']",0,-1
ภาคประชาชนช่วยทำอะไรกันบ้างป่ะ?  พวกที่ขับรถไปทำงานเคยมองหาทางอื่นไหม?  ทำงานที่บ้านได้ไหม?  ใช้รถไฟฟ้าแทนได้ไหมถ้าต้องเดินทาง ตั้งแต่เกิดสภาวะแบบนี้เคยปลูกต้นไม้สักต้นไหม?  สายไปนิดแต่ยังดีกว่าไม่ทำ ไปซื้อของเตรียมตัวไหมเอาถุงผ้าไป? จะกินจะอยู่คิดคำนึงถึงการช่วยลดปริมาณขยะบ้างไหม? คือทุกอย่างมันเกี่ยวกันหมดโยงมาที่สภาวะสภาพแวดล้อมหมดแหละ. อ่านๆดูส่วนใหญ่ถ้าไม่ตำหนิโทษคนนั้นต่อว่าหน่วยงานโน้นก็มาบอกมาเล่าประสบการณ์ของตัวเองว่าเจออะไรบ้าง จะดีกว่าไหมถ้าเริ่มความเปลี่ยนแปลงที่ตัวเอง ความห่วยมันเริ่มที่ไหนก็คิดดูเหอะ,"['ประชาชน', 'ทำ', 'ขับ', 'รถ', 'ทำ', 'งาน', 'หา', 'ไหม', 'ทำ', 'งาน', 'บ้าน', 'ไหม', 'รถ', 'ไฟฟ้า', 'แทน', 'ไหม', 'เดินทาง', 'ปลูก', 'ต้น', 'ไม้', 'สัก', 'ต้น', 'ไหม', 'สาย', 'ดี', 'ทำ', 'ซื้อ', 'เตรียม', 'ตัว', 'ไหม', 'ผ้า', 'กิน', 'ลด', 'ปริมาณ', 'ขยะ', 'ไหม', 'เกี่ยว', 'สภาพ', 'แวดล้อม', 'อ่าน', 'ดู', 'ตำหนิ', 'โทษ', 'คน', 'หน่วย', 'งาน', 'เล่า', 'ตัว', 'เจอ', 'ดี', 'ไหม', 'ตัว', 'ห่วย', 'ดู']",1,1
น่าจะเรื่องยากสำหรับรัฐบาลค่ะ ขนาดต้นไม้ข้างถนน ทำรางรถไฟฟ้าที ตัดให้หมด แบบถอนรากถอนโคน ไปดูได้จากถนนแถวหน้ามหาวิทยาลัยเกษตรศาสตร์ รณรงค์น่ะหรอ ผู้ใหญ่บ้านเมืองอาจจะมองว่าเป็นเรื่องไกลตัวเค้ามาก ตอนนี้ต้องเป็นจิตสำนึกของทุกคนแล้ว ทุกวันนี้ข่าวก็ออก บรรดาท่านๆก็มาตอบว่าเป็นปกติ ไม่มีอะไรต้องวิตก บางทีก็งงนะ ปชช.ทุกคนเค้ารู้กันทั่ว แต่เหมือนท่านๆเอามือปิดตา ปิดหู ไม่เห็นสถานการณ์ประเทศว่าเป็นอย่างไร,"['เรื่อง', 'สำหรับ', 'รัฐบาล', 'ขนาด', 'ต้น', 'ไม้', 'ถนน', 'รถ', 'ไฟฟ้า', 'ตัด', 'ดู', 'ถนน', 'แถว', 'หน้า', 'รณรงค์', 'หรอ', 'บ้านเมือง', 'เรื่อง', 'ตัว', 'เค้า', 'ตอน', 'จิต', 'สำนึก', 'คน', 'ข่าว', 'ท่าน', 'ตอบ', 'ปกติ', 'วิตก', 'ปชช', 'คน', 'เค้า', 'รู้', 'เหมือน', 'ท่าน', 'มือ', 'ตา', 'หู', 'สถานการณ์', 'ประเทศ']",6,1
เห็นด้วยกับหมอ วันก่อนยังคำนวนว่าควรปรับวันเปิดเทอม ปิดเทอม ฝุ่นเข้มข้นสูง เด็กต้องหายใจเข้าอีกนาน ว่าที่กำลังสำคัญของชาติทั้งนั้นนะ สะสมฝุ่นแต่น้อย คิดดูส่งผลกระทบต่อร่างกายและจิตขนาดไหน,"['หมอ', 'เทอม', 'เทอม', 'ฝุ่น', 'เด็ก', 'หายใจ', 'ชาติ', 'สะสม', 'ฝุ่น', 'ดู', 'กระทบ', 'ร่างกาย', 'จิต', 'ขนาด']",0,-1
ใช่ทิ้งรถเมล์เก่าทั้งหมด ยังถูกกว่าที่เอาเงินไป.ซื้อเรือดำน้ำกะไมด์ทองคำเสียอีก (มันสมองคิดได้ไหม?),"['ทิ้ง', 'รถ', 'เมล์', 'เก่า', 'เงิน', 'ซื้อ', 'เรือ', 'ดำ', 'น้ำ', 'ไหม']",2,1
เห็นด้วยกะคุณหมอมากคะ และขอบคุณที่ช่วยเป็นกระบอกเสียงตอนนี้ทำแค่ให้ลูกไปสายคะ ไม่ต้องเข้าแถว และไม่ให้เรียนพละคะอ่านข่าวทุกปี เชียงใหม่มีฝุ่นมาน่าจะเกิน 10 ปีแล้วไหมคะ ไหนคะมาตรการ???ถ้าทำได้ คงปลูกป่าให้บ้านตัวเองไปแล้ว อยากมากคะ,"['กะ', 'หมอ', 'ขอบคุณ', 'กระบอกเสียง', 'ตอน', 'ทำ', 'ลูก', 'สาย', 'แถว', 'เรียน', 'พละ', 'อ่าน', 'ข่าว', 'เชียงใหม่', 'ฝุ่น', 'ปี', 'ไหม', 'มาตรการ', 'ทำ', 'ปลูก', 'ป่า', 'บ้าน', 'ตัว']",1,1
