,comment,tokenized_comment,label,predicted_label,marks
92,นี่เคยโดนตอนเด็กประมาณ ป.3-ป.4 พนง.โลตัสสาขาซ.12พัฒนานิคม เป็นผญ.แกล้งแบบแรงมากๆใช้คำพูดขมขู่ตลอดแบบ เห้ยมาทำไม ใครให้มา ชอบหัวเระเยาะแล้วก็แกล้งหลายๆอย่าง ตอนนั้นจะหยิบใบรายงานพฤติกรรม พนง.คนนั้นบอกจะรายงานใคร! จะทำไรถ้ามึงเขียนเดี๋ยวเจอกู แล้วคือพนง.คนอื่นไม่ช่วยแถมหัวเราะเยาะ ไม่รู้ตอนนี้ออกยังนะ เห็นล่าสุด2-3เดือนที่แล้ว อยากให้อบรมนิสัยสักนิดก่อนรับทำงานค่ะ,"['โดน', 'ตอน', 'เด็ก', 'แรง', 'ชอบ', 'หัว', 'ตอน', 'หยิบ', 'ใบ', 'รายงาน', 'พฤติกรรม', 'พนง', 'คน', 'รายงาน', 'เดี๋ยว', 'เจอ', 'พนง', 'คน', 'แถม', 'รู้', 'ตอน', 'เดือน', 'อบรม', 'นิสัย', 'สัก', 'ทำ', 'งาน']",,5,-1
93,ซ้อนถุงให้หน่อยเถอะ ซื้อนมยาปรับผ้านุ่ม ยังเดินไม่พ้นแคชเชียร์เลย ไอ่เขี้ยงถุงขาด,"['ซ้อน', 'ถุง', 'ซื้อ', 'ผ้า', 'นุ่ม', 'เดิน', 'เชียร์', 'ถุงขาด']",,10,-1
94,รถเข็นๆหายากมากตะกร้าพังอีก555ประชาอุทิศ90แต่พนักงานก็โอเครน่ะบริการดี,"['รถ', 'เข็น', 'หา', 'พัง', 'พนักงาน']",,13,-1
95,โลตัส รัตนาธิเบศร์ แอร์เหม็นมาก เหม็นสาบหนูสุดๆ ตรงโซนอาหารแห้ง บะหมี่กึ่งสำเร็จรูป เดินผ่านก็รู้เลยมีหนู ตรงโซนข้าวสารอีก,"['เหม็น', 'หนู', 'โซน', 'อาหาร', 'แห้ง', 'เดิน', 'รู้', 'หนู', 'โซน', 'ข้าว']",,0,-1
96,พนักงานพูดจาเหมือนไปขอของมัน ทะเลาะกับผัวรบกวนอยู่บ้านอย่ามาทำงาน,"['พนักงาน', 'พูดจา', 'เหมือน', 'ทะเลาะ', 'ผัว', 'กวน', 'บ้าน', 'อย่า', 'ทำ', 'งาน']",,7,1
97,ไม่มีถุงใส่ของใบใหญ่บริการลูกค้า เวลาซื้อสินค้าชิ้นใหญ่ๆ เช่น กระดาษทิชชู่แพ็ค 24 ม้วน หมอน และอื่นๆ ไม่มีถุงใหญ่ใส่ให้ วิธีการแก้ไขของบางสาขาคือเอาสก็อตเทปใหญ่แปะ แล้วหิ้วสก็อตเทปเอา คือแบบน่ารำคาญมากตรงจุดนี้ คือกะอีแค่ถุงใส่ของไม่มีให้ลูกค้า ตลกมาก เวลาไม่ได้เอารถไปก็คือลำบากมาก ต้องหอบหิ้วของใหญ่ๆ กลับบ้าน บางทีซื้อหลายอย่างยิ่งหนักเข้าไปอีก ควรปรับปรุงด่วน เพราะซูเปอร์มาร์เก็ตคู่แข่งเค้ามีกันทุกเจ้าค่ะ,"['ถุง', 'ใส่', 'ใบ', 'บริการ', 'ลูกค้า', 'เวลา', 'ซื้อ', 'สินค้า', 'ชิ้น', 'กระดาษ', 'ทิช', 'หมอน', 'ถุง', 'ใส่', 'วิธี', 'สาขา', 'หิ้ว', 'รำคาญ', 'จุด', 'กะ', 'ถุง', 'ใส่', 'ลูกค้า', 'เวลา', 'รถ', 'ลำบาก', 'บ้าน', 'ซื้อ', 'หนัก', 'ปรับปรุง', 'ด่วน', 'คู่', 'เค้า']",,10,1
98,เวลาจัดโปรแลกของโลตัส เอ็กเพรส ถ้าของหมดให้จอง ให้เขียนชื่อใส่เบอร์โทร แต่เวลาของมาไม่เคยโทรมาบอกเลย ให้ใส่ทำมะเขือไรอะคะ ไม่เข้าใจอะ แล้วเคยโทรไปคอลเซนเตอร์ มีระบบให้ฝากเบอร์ไว้ ก็โทรกลับมาจริงๆนะ ผ่านไปเดือนกว่าถึงโทรกลับมา ไม่รอครบปีก่อนเลยล่ะ แหม่,"['เวลา', 'โลตัส เอ็กเพรส', 'จอง', 'ชื่อ', 'ใส่', 'เวลา', 'โทร', 'ใส่', 'ทำ', 'อะ', 'อะ', 'โทร', 'ระบบ', 'ฝาก', 'โทร', 'เดือน', 'โทร', 'รอ', 'ปี']",,0,-1
99,โสตัสเอ็กเพรส สาขาตลาดหนองจอก ระยอง ตู้แช่เย็นฝาตู้ปิดไม่สนิททุกตู้,"['สาขา', 'ตู้', 'เย็น', 'ตู้', 'ตู้']",,0,-1
100,นี่เจอทุกวันเพราะทำงานอยู่ชอฟโลตัสแต่ไม่ใช่พนักงานโลตัส #พนักงานจ้าหน้าบูดเป็นตูดลิง ส่วนมากจะเจอพนักงานหน้ายักษ์ใส่ไม่ค่อยต้อนรับลูกค้า เหวี่ยงๆวีนๆบางทีบางคนเชิดใส่จิกสายตาใส่ด้วยจ้า โอ้แม่เจ้า😂 โลตัสในเขตโคราช #ไม่ระบุเดี๋ยวโดนคอมเพรล555,"['เจอ', 'ทำ', 'งาน', 'พนักงาน', 'โลตัส', 'พนักงาน', 'ตูด', 'เจอ', 'พนักงาน', 'หน้า', 'ใส่', 'ต้อนรับ', 'ลูกค้า', 'เหวี่ยง', 'คน', 'ใส่', 'ใส่', 'โลตัส', 'เขต', 'ระบุ', 'เดี๋ยว', 'โดน']",,6,1
101,ควรอบรมเรื่องการแยกของนะคะของที่กินไม่ได้มันอันตรายอย่าเอาไปใส่ถุงรวมกับของกินของที่มันหนักก็ซ้อนถึงให้หน่อยมีโปรโมชั่นหัดแจ้งลูกค้ามั้ง,"['อบรม', 'เรื่อง', 'แยก', 'กิน', 'อย่า', 'ใส่', 'ถุง', 'กิน', 'หนัก', 'ซ้อน', 'โปรโมชั่น', 'แจ้ง', 'ลูกค้า', 'มั้ง']",,10,-1
102,Express. ไปใช้บริการหลายที่  ร้านสกปรก สินค้ามีฝุ่นเกาะ พื้นเหนียว บางทีตู้เย็นของหมด และสกปรก พนง คิดเงินช้าาาามากกกกกก ค่ะ,"['บริการ', 'ร้าน', 'สกปรก', 'สินค้า', 'ฝุ่น', 'พื้น', 'เหนียว', 'ตู้', 'เย็น', 'สกปรก', 'พนง', 'เงิน', 'กกกกก']",,12,-1
103,โลตัสปทุมธานี ตรงบริการลูกค้า  มึงช่วยเต็มใจหน่อย  พูดจาเหมือนกรูมาขอมึงแดรกงั้นแหละ  อารมณ์เสีย  ขอใบกำกับภาษีที เหมือนมาขอเงินมันใช้,"['บริการ', 'ลูกค้า', 'เต็มใจ', 'พูดจา', 'เหมือน', 'งั้น', 'อารมณ์', 'ใบ', 'กำกับ', 'ภาษี', 'เหมือน', 'เงิน']",,7,1
104,พนง หน้าแย่ ปล่อยปะละเลยเรื่องวินัยการจอดรถ ลูกค้าปกติจอดที่คนพิการ สตรี หน้าตาเฉย ไม่ตักเตือนจริงจัง พนง รับ-ส่ง บัตรจอดรถคุยโทรศพท์บ่อยๆ เคยเจอด่าปลายสายหยาบๆ นึกว่ากะลังด่าเรา,"['พนง', 'หน้า', 'แย่', 'ปล่อย', 'เรื่อง', 'จอด', 'รถ', 'ลูกค้า', 'ปกติ', 'จอด', 'คน', 'หน้าตา', 'พนง', 'บัตร', 'จอด', 'รถ', 'คุย', 'เจอ', 'ด่า', 'สาย', 'หยาบ', 'นึก', 'ด่า']",,13,1
105,คุยกันเสียงดังขณะคิดเงินพูดจาหยาบคายเหี้ยสัตว์ต่อหน้าลค. คิดว่าเท่มั้งLotus Express,"['คุย', 'เสียง', 'เงิน', 'พูดจา', 'เหี้ย', 'สัตว์', 'หน้า', 'ลค']",,12,-1
106,ไม่รุ้ทำไมเป้นแบบนี้...แย่เรื่องมารยาทจริงๆ...ไม่ได้เท่าขี้เล็บ7เลย,"['แย่', 'เรื่อง', 'มารยาท', 'ขี้', 'เล็บ']",,0,-1
107,พนง.เคาร์เตอร์แสตนบายค่ะ.คิดเงินคร้า.(เอ๊กเพลสแถวบ้าน.ช่วงเช้า),"['เงิน', 'เพลส', 'แถว', 'บ้าน', 'เช้า']",,12,1
108,ของเซลคือเซลเเต่หมดอายุมาหลายเดือนเเล้วยังเซลได้ด้วยหรอ???(ของกินไงบางที),"['เเต่', 'อายุ', 'เดือน', 'เเล้ว', 'หรอ', 'กิน']",,0,-1
109,คือแคชเชียมึงจะรีบไปไหนชอบไล่กุไปรอด้านหน้าทั้งที่ของกุยังไม่ได้คิดตังแถมรีบทอนตังตาลีตาเหลือกยัดตังทอนใส่มือไม่มองหน้ากุสักนิด พอไปตรงเค้าเตอร์ประชาสัมพันพนง.หน้าบอกบุญไม่รับไม่สนใจลูกค้าอีกตะหาก นี่ตกลงกุมาซื้อหรือมาขอฟรีๆกันแน่,"['รีบ', 'ชอบ', 'ไล่', 'กุ', 'รอ', 'หน้า', 'กุยัง', 'ตัง', 'แถม', 'ยัด', 'ใส่', 'มือ', 'หน้า', 'กุ', 'สัก', 'พนง', 'หน้า', 'สนใจ', 'ลูกค้า', 'ตก', 'กุ', 'ซื้อ', 'ฟรี']",,10,-1
110,ถุงบางมาก บางทีก้อไม่ชอบซ้อนถุงให้ ซื้อของชิ้นใหญ่ถุงก็ไม่มีใส่ให้ ครั้งนู้นซื้อหมอนอิงใบใหญ่  ออกมาฝนตก หมอนไม่หุ้มพลาสติก ต้อง้อาเสื้อกันฝนมาห่อหมอน  #เห็นใจคนมามอเตอร์ไซต์ด้วยค่ะ,"['ถุง', 'ก้อ', 'ชอบ', 'ซ้อน', 'ถุง', 'ซื้อ', 'ชิ้น', 'ถุง', 'ใส่', 'ซื้อ', 'ใบ', 'ฝน', 'ตก', 'หมอน', 'พลาสติก', 'ฝน', 'หมอน', 'เห็นใจ', 'คน']",,8,1
111,เอ็กเพรส  เวลาจัดโปรสินค้าราคาถูก แต่พอจ่ายเงินจริงๆระบบคิดเงินราคาปกติ...ต้องมาดูบิลเอาเอง..ตอนทำเงินคืนลูกค้าต้องมารอเสียเวลาอีก,"['เอ็กเพรส', 'เวลา', 'โปร', 'สินค้า', 'ราคา', 'จ่าย', 'เงิน', 'ระบบ', 'เงิน', 'ราคา', 'ปกติ', 'ดู', 'บิล', 'ตอน', 'ทำ', 'เงิน', 'คืน', 'ลูกค้า', 'รอ', 'เวลา']",,12,1
112,โลตัส สาขาพระราม 2 มีหนูคะ เคยเดินไปบอกพนักงาน ว่าเห็นหนูมันวิ่งนะ พนักงานบอก อ๋อมันก็มีแบบนี้แหละ  ถ้าผู้หลัก ผู้ใหญ่ของโลตัสผ่านมาเห็น ไม่ต้องทักมาถามนะคะ ไปเปิดกล้องวงจรปิด ไม่ก็ทำตัวเป็นลูกค้า แล้วแวะไปดูบ้างคะ พูดในฐานะ ผู้บริโภคที่เห็นเหตุการณ์จริงๆ แล้วเอามาแจ้งให้ทราบลองไปตรวจสอบดูซิ,"['โลตัส', 'สาขาพระราม', 'หนู', 'เดิน', 'พนักงาน', 'หนู', 'วิ่ง', 'พนักงาน', 'หลัก', 'โลตัส', 'ถาม', 'กล้อง', 'วงจรปิด', 'ทำ', 'ตัว', 'ลูกค้า', 'ดู', 'ฐานะ', 'แจ้ง', 'ทราบ', 'ลอง']",,11,-1
113,แมลงสาบอยู่ตามเครื่องคิดเงิน​ ตรงลู่วางของเลยค่ะ​ เจอทุกรอบ​ สาขาบางกะปิ,"['เครื่อง', 'เงิน', 'วาง', 'เจอ', 'รอบ']",,12,1
114,ปรับปรุงนิสัยพนักงานในการใช้วาจากับลูกค้า ในสาขาถนนเซฟวัน โคร่ชส่วนใหญ่พนักงานชาย,"['ปรับปรุง', 'นิสัย', 'พนักงาน', 'ลูกค้า', 'สาขา', 'พนักงาน', 'ชาย']",,3,1
115,โลตัสบางปู บริการดีมากค่ะ พนักงานส่วนใหญ่ ยิ้มแย้มดี แต่...#อีพนักงานคนนึงอยู่ประชาสัมพันธ์# หน้าบึ้งเหมือนโดนผึ้งต่อยหี เลยค่ะ..ถามควยอะไรก็ไม่ค่อยตอบ  สงสัยเจ็บหี..อีดอกทอง..จึงเรียนมาเพื่อให้มึงทราบ,"['โลตัส', 'บริการ', 'ดี', 'พนักงาน', 'ยิ้มแย้ม', 'ดี', 'อี', 'พนักงาน', 'คน', 'นึง', 'หน้า', 'เหมือน', 'โดน', 'ถาม', 'ควย', 'ตอบ', 'สงสัย', 'เจ็บ', 'หี', 'อีดอก', 'ทราบ']",,5,1
116,วันใหนมาตั้งใจมาชื้อหมู หมูหมดเหลือไก่  วันใหนชื้อไก่ไก่หมดได้หมู  ตั้งใจอย่างได้อีกอย่าง,"['ใหน', 'ตั้งใจ', 'ชื้อ', 'หมู', 'หมู', 'ไก่', 'ใหน', 'ชื้อ', 'ไก่', 'ไก่', 'หมู', 'ตั้งใจ']",,0,-1
117,จ่ายเงินไม่ยกมีไหว้กันแล้ว บางทีไหว้แบบไม่เห็นหัวลูกค้า สาขาบางปะอิน,"['จ่าย', 'เงิน', 'ไหว้', 'ไหว้', 'หัว', 'ลูกค้า']",,12,-1
118,ไปชื้อนมให้ลูกคือกล่องนมมันใหญ่มาก..ใหญ่กว่าถุงมึงอีกอะเพิ่มขนาดถุง..และเพิ่มความหนาอีกนีสนึงนะ,"['ชื้อ', 'ลูก', 'กล่อง', 'ถุง', 'ขนาด', 'ถุง', 'หนา']",,8,1
119,ไม่ด่าขอชมเอ็กเพรส สาขาเอราวัณ จ.ลพบุรี พนักงานน่ารัก ไปซื้อแบบไม่ได้อะไรหยิบๆจ่าย แต่น้องบอกโปร ที่ลูกค้าควรได้ส่วนลดท้ายบิล น้องผู้หญิงตัวเล็กๆผมประบ่าค่ะ,"['พนักงาน', 'รัก', 'ซื้อ', 'หยิบ', 'จ่าย', 'น้อง', 'โปร', 'ลูกค้า', 'ลดท้าย', 'บิล', 'น้อง', 'ตัว', 'ผม']",,10,-1
120,พนักงานขายที่นี่มีการคัดกรองมั้ยคะคุณสมบัติพนักงานที่นี่เหวี่ยงเก่งหูตึง ดึงหน้าขี้นินทา ขาเม้าท์ลูกค้าคือใครไม่รู้จัก ไม่ต้องสนใจจัดเรียงของประหนึ่งห้องรกๆของตัวเองจ้างมายืนตากแอร์ส่วนใหญ่เจอเอกเพลส,"['พนักงาน', 'ขาย', 'พนักงาน', 'เหวี่ยง', 'ดึง', 'หน้า', 'ขี้', 'ลูกค้า', 'รู้จัก', 'สนใจ', 'เรียง', 'ห้อง', 'ตัว', 'จ้าง', 'ยืน', 'แอร์', 'เจอ']",,3,1
121,อาหารสด ผัก หมูไก่ต่างๆ พนง.ด้วย สาขาสนามบินน้ำมาเก็ตพนง.ไม่ยิ้ม พูดจาแย่ ไม่มีสวัสดีขอบคุณเลย (ผช)ฝากด้วยนะ,"['อาหาร', 'สด', 'ผัก', 'หมู', 'ไก่', 'พนง', 'สาขา', 'น้ำ', 'พนง', 'ยิ้ม', 'พูดจา', 'แย่', 'สวัสดี', 'ขอบคุณ', 'ฝาก']",,0,-1
122,ห้องน้ำเหม็นมาก (โลตัสแม่สาย) คิวติดอีก น่าเบื่อมาก ควรปรับปรุง,"['ห้องน้ำ', 'เหม็น', 'โลตัส', 'คิว', 'ติด', 'เบื่อ', 'ปรับปรุง']",,11,-1
123,เคยเจอโลตัสอ่อนนุชให้เงินเกินไปพนักงานคิดเงินตีเนียนบอกให้มาพอดีพูดจาไม่น่าฟังตะคอกลูกค้า,"['เจอ', 'โลตัส', 'เงิน', 'พนักงาน', 'เงิน', 'พูดจา', 'ฟัง', 'ตะคอก', 'ลูกค้า']",,3,1
124,พนักงานอย่าคุยเล่น หรือด่ากัน เสียงดัง และหยาบ ต่อหน้าลูกค้า,"['พนักงาน', 'อย่า', 'คุย', 'เล่น', 'ด่า', 'เสียง', 'หยาบ', 'หน้า', 'ลูกค้า']",,10,-1
125,โลตัส เอ็กเพรส ทั่วไปพนักงานไม่ค่อยยิ้มแย้ม เหมือนไม่รักงานบริการคะ,"['โลตัส เอ็กเพรส', 'พนักงาน', 'ยิ้มแย้ม', 'เหมือน', 'รัก', 'งาน', 'บริการ']",,7,1
126,วางของเกะกะมาก เป็นแทบทุกสาขาที่เคยเข้าเลย ไม่มีมาตรการจัดของกันเลยหรอ #เอ็กซ์เพรส,"['วาง', 'เกะกะ', 'แทบ', 'สาขา', 'หรอ', 'เอ็กซ์เพรส']",,9,1
127,ถ้ามึงไม่อยากไหว้ ไม่ต้องยกมือไหว้ก้อได้ กูรู้มึงโดนบังคับ ให้ไหว้คนที่ไม่ใช่พ่อใช่แม่ เยสเข้,"['ไหว้', 'มือ', 'ไหว้', 'ก้อ', 'รู้', 'โดน', 'บังคับ', 'ไหว้', 'คน', 'แม่']",,0,-1
128,บัตรสมาชิก”  วัน การ์ด “  สะสมแต้ม  แต่ไม่สะดวกเวลาจะใช้งานใช้แต้มสะสม  เพราะมีเงื่อนไขแยกยิบย่อย  ต้องใช้กับสินค้าตัวนั้นตัวนี้  ใช้สำหรับสาขาเล็ก-ใหญ่  เขี้ยวเกิน,"['บัตร', 'สมาชิก', 'การ์ด', 'สะสม', 'แต้ม', 'สะดวก', 'เวลา', 'งาน', 'แต้ม', 'สะสม', 'แยก', 'สินค้า', 'ตัว', 'ตัว', 'สาขา']",,0,-1
129,รถเข็น เหมือนเสี่ยงดวงตลอด ไม่กินเลนส์ซ้าย ก็ขวา ได้รถปกติ เหมือนถูกหวย,"['รถ', 'เข็น', 'เหมือน', 'กิน', 'ขวา', 'รถ', 'ปกติ', 'เหมือน', 'หวย']",,13,1
130,แคชเชียร์ค่ะ ช่วงเวลา21.00-22.00 ช่วงเวลาที่ห้างใกล้ปิด แล้วคนจะจ่ายของเยอะมาก ต่อแถวยาวววววว เพราะแคชเชียร์เปิดประมาณ3-4แคชเชียร์ ทั้งที่มีเป็น10 ทำให้จ่ายเงินได้ล่าช้าามากกกกค่ะอยากให้เปิดเยอะกว่านี้หน่อยต่อแถวนานเกิ๊น,"['แคชเชียร์', 'เวลา', 'เวลา', 'ห้าง', 'คน', 'จ่าย', 'แถว', 'แคชเชียร์', 'แคชเชียร์', 'ทำ', 'จ่าย', 'เงิน', 'กกก', 'แถว']",,12,-1
131,พนักงานห่วย คุยกันโว้ยวายไม่สนใจลค.  ดึงหน้าเหมือนทะเลาะกับผัวมา เฮ้ยนี่กูเอง กูลูกค้ามึ๊งงงง.,"['พนักงาน', 'ห่วย', 'คุย', 'สนใจ', 'ลค', 'ดึง', 'หน้า', 'เหมือน', 'ทะเลาะ', 'ผัว', 'เฮ้ย']",,7,-1
132,ในบิลไม่ได้บอกว่าส่วนลดเป็นของสินค้าชิ้นไหน อยากให้บอกหน่อยว่าลดกี่บาทนี้มาจากสินค้าชื่ออะไร,"['บิล', 'ลด', 'สินค้า', 'ชิ้น', 'ลด', 'กี่', 'บาท', 'สินค้า', 'ชื่อ']",,14,1
133,โลตัสใหญ่สระบุรีคนซื้อเยอะมากเครื่องpostเยอะนะแต่เปิดไม่กี่ช่อง เวลาไปซื้อแถวยาวมาก,"['โลตัส', 'คน', 'ซื้อ', 'เครื่อง', 'กี่', 'ช่อง', 'เวลา', 'ซื้อ', 'แถว']",,2,1
134,เลิกให้พนักงานเอ็กเพลสยกของเองได้ละ  ไปซื้อของทีต้องรอแม่งยกเสร็จนาจาาา,"['เลิก', 'พนักงาน', 'ซื้อ', 'รอ', 'แม่ง']",,10,-1
135,เอ็กเพรสนี้แลกของแล้วไม่เคยจะโทรบอกเลยหรืออะไรเลยต้องได้ทวง. ชอบไม่ให้แสตมป์. เป็นไรมากไหมนี้,"['เอ็กเพรส', 'แลก', 'โทร', 'ชอบ', 'แสตมป์', 'ไหม']",,0,-1
136,ปรัยปรุงอย่างแรงเรื่อง พนักงานแคชเชียร์ค่ะเป็นอะไรกันคะ อยู่กันหลายคนลูกค้าเยอะแยะไม่สนใจไม่ใส่ใจเปิดคิดเงินเครื่องเดียว บางคนก็หน้าเป็นส้นตีนไม่รับลูกค้า ด้านแคชเชียร์บริการโครตย่ำแย่ แทบทุกที่ทุกสาขา,"['แรง', 'เรื่อง', 'พนักงาน', 'แคชเชียร์', 'คน', 'ลูกค้า', 'สนใจ', 'ใส่ใจ', 'เงิน', 'เครื่อง', 'คน', 'หน้า', 'ส้น', 'ตีน', 'ลูกค้า', 'แคชเชียร์', 'บริการ', 'แทบ', 'สาขา']",,10,1
137,พื้นที่โซนอาหารสดถูบ่อยๆ เถอะค่ะ พื้นเปียกมันทำให้ลื่นนะคะ แล้วมันมีรอยเท้ารอยโคลนลากไปลากมา ดูสกปรกแท้,"['พื้นที่', 'โซน', 'อาหาร', 'สด', 'พื้น', 'ทำ', 'ลาก', 'ลาก', 'ดู', 'สกปรก']",,0,-1
138,สาขามุกหาร อยากให้ติดโซ่เล็กๆจากรถเข็นให้ประจุไฟฟ้าสถิตได้ไหลลงพื้นหน่อยครับใกล้หน้าหนาวแล้วไปซื้อของทีไรโดนซ็อตทุกที,"['สาขา', 'ติด', 'รถ', 'เข็น', 'พื้น', 'หน้า', 'ซื้อ', 'โดน']",,13,-1
139,พนักงานโลตัสแทบทุกสาขาอาหาร ไม่ได้เรื่อง ข้างบนสุกจนแห้ง ข้างล่างยังเป็นน้ำแข็ง  แล้วหลอด หมดตลอดอิดอก กุยังงง ตกลงมันมีหลอดให้ปะวะ,"['พนักงาน', 'โลตัส', 'แทบ', 'สาขา', 'อาหาร', 'เรื่อง', 'แห้ง', 'ล่าง', 'น้ำ', 'กุยัง', 'งง']",,9,1
140,เคือง...สะสมสแตมป์แลกร่มผ่านมา3ปีจนสาขาย่อยปิดไปแล้วข้ายังไม่ได้ร่มเลย/หลอกลวงถามทีไรกำลังผลิตๆที่ดาวดวงใหนรึ?,"['สะสม', 'แลก', 'ร่ม', 'ปี', 'สาขา', 'ร่ม', 'ถาม', 'ใหน']",,0,-1
141,เอ็กเพลส กว่าพนักงานจะเสด็จมาคิดเงินให้ รอไปเถอะ แถมชอบโยนของให้ลูกค้าแบบ ปึงๆปังๆ อีก โอ๊ยๆ ตอนนี้เลิกเข้าละ มีไรไปเซเว่นเลยสะดวกโคตรแทบไม่ต้องรอ,"['เอ็กเพลส', 'พนักงาน', 'เงิน', 'รอ', 'แถม', 'ลูกค้า', 'ตอน', 'เลิก', 'เซเว่น', 'สะดวก', 'โคตร', 'แทบ', 'รอ']",,12,-1
142,โลตัสเอ็กเพรสสาขาสีดา ช่วยกรุณาอบรมมารยาทพนักงานด้วยครับ และการทำงานเวลาลูกค้าเยอะๆช่วยโผล่หัวออกมาเปิดช่องคิดเงินด้วยไม่ใช่มุดหัวอยู่แต่หลังร้าน การพูดจา สีหน้าท่าทางของพนักงานบางคนช่วยปรับปรุงหน่อยไม่ใช่ทำหน้าเหมือนส้นตรีนครับเวลาลูกค้าแจ้งความต้องการหรืออะไรก็แล้วแต่เพราะเขาบอกอย่างสุภาพแต่คุณกลับทำหน้าตาไม่พอใจพูดแบบใส่อารมกับลูกค้า,"['โลตัส', 'กรุณา', 'อบรม', 'มารยาท', 'พนักงาน', 'ทำ', 'งาน', 'เวลา', 'ลูกค้า', 'หัว', 'ช่อง', 'เงิน', 'หัว', 'ร้าน', 'พูดจา', 'สีหน้า', 'ท่าทาง', 'พนักงาน', 'คน', 'ปรับปรุง', 'ทำ', 'หน้า', 'เหมือน', 'เวลา', 'ลูกค้า', 'แจ้ง', 'ทำ', 'หน้าตา', 'พอใจ', 'ใส่', 'อารม', 'ลูกค้า']",,7,1
143,โดยรวมแล้วคือ  1.ถุงบางเคยหิ้วถุงใส่ขวดซอส ถุงขาดขวดแตก ขนาดข้าวถุง 5 กิโลใส่ให้แค่ชั้นเดียว ขอถุงซ้อนเพิ่ม  มีแลตาใส่พร้อมกับฟึดฟัดด้วย   2.ช่องคิดเงินมีเยอะแต่ใช้จริงไม่ถึง 50%  3.พนักงานโยนของใส่ถุง ไม่ได้นึกถึงว่าของจะพังเสียหาย บางทีเห็นปล่อยให้กลิ้งจากมือลงถุง   4.พนักงานหน้าไม่รับแขกโดยเฉพาะแผนกคิดเงิน    ที่ไหนเป็นแบบนี้บ้าง???? ที่นี่สาขาพะเยาจ้า....,"['ถุง', 'หิ้ว', 'ถุง', 'ใส่', 'ถุง', 'แตก', 'ขนาด', 'ชั้น', 'ถุง', 'ซ้อน', 'ตา', 'ใส่', 'ช่อง', 'เงิน', 'พนักงาน', 'โยน', 'ใส่', 'ถุง', 'นึก', 'พัง', 'ปล่อย', 'มือ', 'ถุง', 'พนักงาน', 'หน้า', 'แขก', 'แผนก', 'เงิน', 'สาขา']",,8,1
144,เครื่องที่ให้แสกนของเองน่ะ อยากให้ปรับตำแหน่งให้มันแสกนจากมือถือได้ด้วยค่ะ บัตรหายไปแล้วแสกนจากมือถือไม่ได้มันติด,"['เครื่อง', 'บัตร', 'หาย', 'ติด']",,0,-1
145,ติดป้ายลด พอจ่ายตังจ่ายเต็ม ลดถึง26/9 เราไปซื้อ13/10 ติดป้ายไว้เพื่อ??    ปล.โลตัสเล็ก😒,"['ติด', 'ป้าย', 'ลด', 'จ่าย', 'เต็ม', 'ลด', 'ซื้อ', 'ติด', 'ป้าย']",,14,1
146,โลตัสเอ็กเพลสหน้าไม่รับเเขกไม่พอ นั่งกินข้าวล้อมวงเหมือนเเม่งอยู่บ้านอ่ะ,"['โลตัส', 'เเขก', 'นั่ง', 'กิน', 'ข้าว', 'เหมือน', 'บ้าน', 'อ่ะ']",,11,-1
147,เวลามีคนมาตรวจห้าง อะไรซักอย่างนี่แหละ พนง.วิ่งกันโกลาหล โดยเฉพาะ หน.พนง  หญ.,"['เวลา', 'คน', 'ตรวจ', 'ห้าง', 'ซัก', 'พนง', 'วิ่ง']",,0,-1
148,พนักงานไม่มีใจด้านบริการ ต้องยืนรอนานกว่าจะมาคิดเงิน โปรของสินค้าก็ยังไม่รู้ เหมือนง้อซื้อของ,"['พนักงาน', 'ใจ', 'บริการ', 'ยืน', 'รอ', 'เงิน', 'โปร', 'สินค้า', 'รู้', 'เหมือน', 'ซื้อ']",,12,-1
149,เป็น ทุก สาขา เรื่องมารยาท มองพูดกับลูกค้า เหมือนลูกค้าขอฟรีๆ แย่สุดๆ ผมว่าเหมือนกัน ทั่วประเทศ,"['สาขา', 'เรื่อง', 'มารยาท', 'ลูกค้า', 'เหมือน', 'ลูกค้า', 'ฟรี', 'แย่', 'ผม', 'เหมือน']",,7,1
